"Year","Sex","AgeGroup","Cancer","Diagnoses"
2018,1,7,"Pancreatic",17
2018,1,8,"Pancreatic",8
2018,1,9,"Pancreatic",12
2018,1,11,"Pancreatic",30
2018,1,12,"Pancreatic",37
2018,1,13,"Pancreatic",41
2018,1,14,"Pancreatic",26
2018,1,15,"Pancreatic",52
2018,1,16,"Pancreatic",43
2018,1,17,"Pancreatic",51
2018,1,18,"Pancreatic",30
2018,2,3,"Pancreatic",4
2018,2,4,"Pancreatic",20
2018,2,5,"Pancreatic",16
2018,2,6,"Pancreatic",15
2018,2,7,"Pancreatic",16
2018,2,9,"Pancreatic",8
2018,2,10,"Pancreatic",16
2018,2,11,"Pancreatic",25
2018,2,12,"Pancreatic",3
2018,2,13,"Pancreatic",11
2018,2,14,"Pancreatic",26
2018,2,15,"Pancreatic",42
2018,2,16,"Pancreatic",19
2018,2,17,"Pancreatic",39
2018,2,18,"Pancreatic",51
2019,1,1,"Pancreatic",10
2019,1,3,"Pancreatic",14
2019,1,5,"Pancreatic",16
2019,1,6,"Pancreatic",9
2019,1,8,"Pancreatic",5
2019,1,9,"Pancreatic",11
2019,1,10,"Pancreatic",15
2019,1,11,"Pancreatic",14
2019,1,12,"Pancreatic",32
2019,1,13,"Pancreatic",15
2019,1,14,"Pancreatic",36
2019,1,15,"Pancreatic",50
2019,1,16,"Pancreatic",39
2019,1,17,"Pancreatic",9
2019,1,18,"Pancreatic",13
2019,2,1,"Pancreatic",5
2019,2,4,"Pancreatic",2
2019,2,5,"Pancreatic",17
2019,2,6,"Pancreatic",9
2019,2,9,"Pancreatic",19
2019,2,10,"Pancreatic",14
2019,2,11,"Pancreatic",3
2019,2,12,"Pancreatic",25
2019,2,13,"Pancreatic",37
2019,2,14,"Pancreatic",44
2019,2,15,"Pancreatic",16
2019,2,16,"Pancreatic",33
2019,2,17,"Pancreatic",47
2019,2,18,"Pancreatic",51
2020,1,1,"Pancreatic",15
2020,1,3,"Pancreatic",1
2020,1,4,"Pancreatic",3
2020,1,5,"Pancreatic",2
2020,1,8,"Pancreatic",19
2020,1,9,"Pancreatic",19
2020,1,10,"Pancreatic",5
2020,1,11,"Pancreatic",19
2020,1,12,"Pancreatic",36
2020,1,13,"Pancreatic",22
2020,1,14,"Pancreatic",20
2020,1,15,"Pancreatic",56
2020,1,16,"Pancreatic",59
2020,1,17,"Pancreatic",40
2020,1,18,"Pancreatic",17
2020,2,3,"Pancreatic",3
2020,2,8,"Pancreatic",9
2020,2,9,"Pancreatic",20
2020,2,10,"Pancreatic",19
2020,2,12,"Pancreatic",11
2020,2,13,"Pancreatic",6
2020,2,14,"Pancreatic",40
2020,2,15,"Pancreatic",25
2020,2,16,"Pancreatic",45
2020,2,17,"Pancreatic",25
2020,2,18,"Pancreatic",36
2021,1,1,"Pancreatic",17
2021,1,3,"Pancreatic",13
2021,1,7,"Pancreatic",13
2021,1,9,"Pancreatic",4
2021,1,10,"Pancreatic",17
2021,1,11,"Pancreatic",23
2021,1,12,"Pancreatic",7
2021,1,13,"Pancreatic",29
2021,1,14,"Pancreatic",30
2021,1,15,"Pancreatic",75
2021,1,16,"Pancreatic",42
2021,1,17,"Pancreatic",49
2021,1,18,"Pancreatic",36
2021,2,1,"Pancreatic",19
2021,2,3,"Pancreatic",11
2021,2,4,"Pancreatic",12
2021,2,5,"Pancreatic",13
2021,2,9,"Pancreatic",17
2021,2,12,"Pancreatic",33
2021,2,13,"Pancreatic",32
2021,2,14,"Pancreatic",33
2021,2,15,"Pancreatic",30
2021,2,16,"Pancreatic",59
2021,2,17,"Pancreatic",32
2021,2,18,"Pancreatic",57
2022,1,1,"Pancreatic",15
2022,1,3,"Pancreatic",13
2022,1,4,"Pancreatic",10
2022,1,5,"Pancreatic",8
2022,1,7,"Pancreatic",15
2022,1,9,"Pancreatic",12
2022,1,12,"Pancreatic",13
2022,1,13,"Pancreatic",26
2022,1,14,"Pancreatic",23
2022,1,15,"Pancreatic",59
2022,1,16,"Pancreatic",38
2022,1,17,"Pancreatic",35
2022,1,18,"Pancreatic",59
2022,2,2,"Pancreatic",2
2022,2,3,"Pancreatic",13
2022,2,4,"Pancreatic",16
2022,2,7,"Pancreatic",9
2022,2,9,"Pancreatic",2
2022,2,10,"Pancreatic",23
2022,2,12,"Pancreatic",19
2022,2,13,"Pancreatic",21
2022,2,14,"Pancreatic",50
2022,2,15,"Pancreatic",53
2022,2,16,"Pancreatic",24
2022,2,17,"Pancreatic",50
2022,2,18,"Pancreatic",54
2005,1,1,"Lung",18
2005,1,2,"Lung",3
2005,1,4,"Lung",8
2005,1,7,"Lung",14
2005,1,9,"Lung",23
2005,1,11,"Lung",29
2005,1,12,"Lung",80
2005,1,13,"Lung",91
2005,1,14,"Lung",143
2005,1,15,"Lung",144
2005,1,16,"Lung",121
2005,1,17,"Lung",68
2005,1,18,"Lung",33
2005,2,3,"Lung",1
2005,2,5,"Lung",16
2005,2,7,"Lung",16
2005,2,10,"Lung",11
2005,2,11,"Lung",40
2005,2,12,"Lung",44
2005,2,13,"Lung",51
2005,2,14,"Lung",99
2005,2,15,"Lung",62
2005,2,16,"Lung",58
2005,2,17,"Lung",47
2005,2,18,"Lung",27
2006,1,2,"Lung",14
2006,1,4,"Lung",5
2006,1,5,"Lung",18
2006,1,10,"Lung",21
2006,1,11,"Lung",43
2006,1,12,"Lung",71
2006,1,13,"Lung",114
2006,1,14,"Lung",139
2006,1,15,"Lung",149
2006,1,16,"Lung",153
2006,1,17,"Lung",127
2006,1,18,"Lung",69
2006,2,2,"Lung",3
2006,2,3,"Lung",13
2006,2,4,"Lung",5
2006,2,6,"Lung",10
2006,2,7,"Lung",14
2006,2,8,"Lung",17
2006,2,9,"Lung",2
2006,2,10,"Lung",40
2006,2,11,"Lung",28
2006,2,12,"Lung",41
2006,2,13,"Lung",46
2006,2,14,"Lung",77
2006,2,15,"Lung",30
2006,2,16,"Lung",74
2006,2,17,"Lung",58
2006,2,18,"Lung",37
2007,1,2,"Lung",5
2007,1,4,"Lung",12
2007,1,7,"Lung",16
2007,1,9,"Lung",4
2007,1,10,"Lung",20
2007,1,11,"Lung",49
2007,1,12,"Lung",70
2007,1,13,"Lung",120
2007,1,14,"Lung",117
2007,1,15,"Lung",137
2007,1,16,"Lung",118
2007,1,17,"Lung",115
2007,1,18,"Lung",38
2007,2,2,"Lung",15
2007,2,6,"Lung",19
2007,2,8,"Lung",15
2007,2,10,"Lung",39
2007,2,11,"Lung",7
2007,2,12,"Lung",59
2007,2,13,"Lung",61
2007,2,14,"Lung",97
2007,2,15,"Lung",62
2007,2,16,"Lung",57
2007,2,17,"Lung",53
2007,2,18,"Lung",55
2008,1,1,"Lung",6
2008,1,2,"Lung",14
2008,1,3,"Lung",11
2008,1,5,"Lung",16
2008,1,6,"Lung",4
2008,1,9,"Lung",30
2008,1,10,"Lung",34
2008,1,11,"Lung",36
2008,1,12,"Lung",57
2008,1,13,"Lung",144
2008,1,14,"Lung",148
2008,1,15,"Lung",155
2008,1,16,"Lung",167
2008,1,17,"Lung",121
2008,1,18,"Lung",74
2008,2,2,"Lung",7
2008,2,3,"Lung",10
2008,2,4,"Lung",12
2008,2,8,"Lung",4
2008,2,10,"Lung",4
2008,2,11,"Lung",35
2008,2,12,"Lung",47
2008,2,13,"Lung",69
2008,2,14,"Lung",96
2008,2,15,"Lung",46
2008,2,16,"Lung",66
2008,2,17,"Lung",62
2008,2,18,"Lung",25
2009,1,3,"Lung",13
2009,1,4,"Lung",17
2009,1,5,"Lung",15
2009,1,6,"Lung",13
2009,1,7,"Lung",7
2009,1,11,"Lung",18
2009,1,12,"Lung",64
2009,1,13,"Lung",103
2009,1,14,"Lung",156
2009,1,15,"Lung",153
2009,1,16,"Lung",107
2009,1,17,"Lung",100
2009,1,18,"Lung",65
2009,2,2,"Lung",18
2009,2,4,"Lung",7
2009,2,5,"Lung",4
2009,2,6,"Lung",18
2009,2,7,"Lung",5
2009,2,8,"Lung",17
2009,2,10,"Lung",26
2009,2,11,"Lung",26
2009,2,12,"Lung",57
2009,2,13,"Lung",86
2009,2,14,"Lung",114
2009,2,15,"Lung",86
2009,2,16,"Lung",72
2009,2,17,"Lung",73
2009,2,18,"Lung",49
2010,1,1,"Lung",1
2010,1,4,"Lung",6
2010,1,7,"Lung",10
2010,1,8,"Lung",22
2010,1,10,"Lung",22
2010,1,11,"Lung",50
2010,1,12,"Lung",57
2010,1,13,"Lung",135
2010,1,14,"Lung",118
2010,1,15,"Lung",151
2010,1,16,"Lung",117
2010,1,17,"Lung",111
2010,1,18,"Lung",78
2010,2,4,"Lung",12
2010,2,5,"Lung",8
2010,2,8,"Lung",18
2010,2,11,"Lung",18
2010,2,12,"Lung",47
2010,2,13,"Lung",75
2010,2,14,"Lung",75
2010,2,15,"Lung",98
2010,2,16,"Lung",87
2010,2,17,"Lung",64
2010,2,18,"Lung",69
2011,1,1,"Lung",8
2011,1,2,"Lung",10
2011,1,4,"Lung",5
2011,1,9,"Lung",24
2011,1,10,"Lung",14
2011,1,11,"Lung",30
2011,1,12,"Lung",73
2011,1,13,"Lung",128
2011,1,14,"Lung",142
2011,1,15,"Lung",138
2011,1,16,"Lung",132
2011,1,17,"Lung",122
2011,1,18,"Lung",76
2011,2,2,"Lung",6
2011,2,5,"Lung",5
2011,2,6,"Lung",17
2011,2,7,"Lung",11
2011,2,8,"Lung",4
2011,2,9,"Lung",1
2011,2,10,"Lung",22
2011,2,11,"Lung",16
2011,2,12,"Lung",57
2011,2,13,"Lung",74
2011,2,14,"Lung",84
2011,2,15,"Lung",73
2011,2,16,"Lung",86
2011,2,17,"Lung",31
2011,2,18,"Lung",58
2012,1,1,"Lung",7
2012,1,2,"Lung",12
2012,1,3,"Lung",20
2012,1,7,"Lung",12
2012,1,8,"Lung",1
2012,1,11,"Lung",28
2012,1,12,"Lung",73
2012,1,13,"Lung",80
2012,1,14,"Lung",171
2012,1,15,"Lung",172
2012,1,16,"Lung",169
2012,1,17,"Lung",117
2012,1,18,"Lung",65
2012,2,1,"Lung",4
2012,2,2,"Lung",10
2012,2,4,"Lung",1
2012,2,6,"Lung",13
2012,2,9,"Lung",7
2012,2,10,"Lung",10
2012,2,11,"Lung",36
2012,2,12,"Lung",49
2012,2,13,"Lung",70
2012,2,14,"Lung",88
2012,2,15,"Lung",81
2012,2,16,"Lung",74
2012,2,17,"Lung",62
2012,2,18,"Lung",40
2013,1,1,"Lung",1
2013,1,3,"Lung",4
2013,1,4,"Lung",9
2013,1,5,"Lung",6
2013,1,6,"Lung",8
2013,1,8,"Lung",19
2013,1,10,"Lung",35
2013,1,11,"Lung",68
2013,1,12,"Lung",77
2013,1,13,"Lung",115
2013,1,14,"Lung",175
2013,1,15,"Lung",181
2013,1,16,"Lung",114
2013,1,17,"Lung",97
2013,1,18,"Lung",80
2013,2,1,"Lung",18
2013,2,2,"Lung",9
2013,2,3,"Lung",19
2013,2,5,"Lung",12
2013,2,9,"Lung",13
2013,2,10,"Lung",34
2013,2,11,"Lung",23
2013,2,12,"Lung",39
2013,2,13,"Lung",69
2013,2,14,"Lung",100
2013,2,15,"Lung",97
2013,2,16,"Lung",75
2013,2,17,"Lung",91
2013,2,18,"Lung",66
2014,1,1,"Lung",10
2014,1,4,"Lung",14
2014,1,6,"Lung",9
2014,1,8,"Lung",1
2014,1,11,"Lung",25
2014,1,12,"Lung",83
2014,1,13,"Lung",114
2014,1,14,"Lung",177
2014,1,15,"Lung",160
2014,1,16,"Lung",145
2014,1,17,"Lung",108
2014,1,18,"Lung",108
2014,2,1,"Lung",2
2014,2,2,"Lung",3
2014,2,3,"Lung",4
2014,2,4,"Lung",17
2014,2,6,"Lung",14
2014,2,7,"Lung",15
2014,2,8,"Lung",11
2014,2,10,"Lung",11
2014,2,11,"Lung",18
2014,2,12,"Lung",34
2014,2,13,"Lung",95
2014,2,14,"Lung",112
2014,2,15,"Lung",109
2014,2,16,"Lung",84
2014,2,17,"Lung",85
2014,2,18,"Lung",68
2015,1,5,"Lung",2
2015,1,6,"Lung",15
2015,1,8,"Lung",16
2015,1,9,"Lung",21
2015,1,10,"Lung",6
2015,1,11,"Lung",50
2015,1,12,"Lung",101
2015,1,13,"Lung",106
2015,1,14,"Lung",174
2015,1,15,"Lung",160
2015,1,16,"Lung",148
2015,1,17,"Lung",134
2015,1,18,"Lung",96
2015,2,2,"Lung",4
2015,2,6,"Lung",18
2015,2,7,"Lung",9
2015,2,9,"Lung",17
2015,2,10,"Lung",14
2015,2,11,"Lung",44
2015,2,12,"Lung",75
2015,2,13,"Lung",97
2015,2,14,"Lung",108
2015,2,15,"Lung",119
2015,2,16,"Lung",104
2015,2,17,"Lung",78
2015,2,18,"Lung",72
2016,1,2,"Lung",10
2016,1,3,"Lung",13
2016,1,8,"Lung",16
2016,1,10,"Lung",8
2016,1,11,"Lung",52
2016,1,12,"Lung",76
2016,1,13,"Lung",127
2016,1,14,"Lung",163
2016,1,15,"Lung",188
2016,1,16,"Lung",161
2016,1,17,"Lung",118
2016,1,18,"Lung",121
2016,2,2,"Lung",15
2016,2,6,"Lung",3
2016,2,8,"Lung",23
2016,2,10,"Lung",26
2016,2,11,"Lung",51
2016,2,12,"Lung",57
2016,2,13,"Lung",91
2016,2,14,"Lung",136
2016,2,15,"Lung",138
2016,2,16,"Lung",111
2016,2,17,"Lung",85
2016,2,18,"Lung",69
2017,1,2,"Lung",1
2017,1,6,"Lung",19
2017,1,7,"Lung",20
2017,1,8,"Lung",7
2017,1,10,"Lung",25
2017,1,11,"Lung",56
2017,1,12,"Lung",98
2017,1,13,"Lung",137
2017,1,14,"Lung",187
2017,1,15,"Lung",209
2017,1,16,"Lung",163
2017,1,17,"Lung",139
2017,1,18,"Lung",121
2017,2,3,"Lung",4
2017,2,5,"Lung",11
2017,2,6,"Lung",20
2017,2,7,"Lung",10
2017,2,8,"Lung",19
2017,2,10,"Lung",24
2017,2,11,"Lung",15
2017,2,12,"Lung",73
2017,2,13,"Lung",84
2017,2,14,"Lung",152
2017,2,15,"Lung",158
2017,2,16,"Lung",130
2017,2,17,"Lung",61
2017,2,18,"Lung",79
2018,1,1,"Lung",1
2018,1,3,"Lung",4
2018,1,7,"Lung",22
2018,1,8,"Lung",22
2018,1,9,"Lung",30
2018,1,10,"Lung",33
2018,1,11,"Lung",35
2018,1,12,"Lung",67
2018,1,13,"Lung",125
2018,1,14,"Lung",184
2018,1,15,"Lung",192
2018,1,16,"Lung",179
2018,1,17,"Lung",142
2018,1,18,"Lung",109
2018,2,3,"Lung",20
2018,2,6,"Lung",12
2018,2,7,"Lung",13
2018,2,9,"Lung",7
2018,2,10,"Lung",7
2018,2,11,"Lung",23
2018,2,12,"Lung",100
2018,2,13,"Lung",108
2018,2,14,"Lung",133
2018,2,15,"Lung",189
2018,2,16,"Lung",131
2018,2,17,"Lung",85
2018,2,18,"Lung",78
2019,1,1,"Lung",10
2019,1,2,"Lung",7
2019,1,5,"Lung",2
2019,1,6,"Lung",8
2019,1,7,"Lung",6
2019,1,9,"Lung",1
2019,1,10,"Lung",9
2019,1,11,"Lung",36
2019,1,12,"Lung",63
2019,1,13,"Lung",137
2019,1,14,"Lung",169
2019,1,15,"Lung",215
2019,1,16,"Lung",171
2019,1,17,"Lung",120
2019,1,18,"Lung",131
2019,2,2,"Lung",4
2019,2,3,"Lung",20
2019,2,4,"Lung",6
2019,2,5,"Lung",17
2019,2,7,"Lung",14
2019,2,8,"Lung",11
2019,2,9,"Lung",4
2019,2,10,"Lung",8
2019,2,11,"Lung",53
2019,2,12,"Lung",73
2019,2,13,"Lung",119
2019,2,14,"Lung",161
2019,2,15,"Lung",166
2019,2,16,"Lung",120
2019,2,17,"Lung",85
2019,2,18,"Lung",56
2020,1,1,"Lung",4
2020,1,2,"Lung",2
2020,1,3,"Lung",7
2020,1,4,"Lung",16
2020,1,7,"Lung",6
2020,1,8,"Lung",12
2020,1,10,"Lung",31
2020,1,11,"Lung",33
2020,1,12,"Lung",58
2020,1,13,"Lung",129
2020,1,14,"Lung",161
2020,1,15,"Lung",230
2020,1,16,"Lung",193
2020,1,17,"Lung",116
2020,1,18,"Lung",103
2020,2,1,"Lung",6
2020,2,2,"Lung",6
2020,2,5,"Lung",5
2020,2,6,"Lung",17
2020,2,8,"Lung",18
2020,2,10,"Lung",39
2020,2,11,"Lung",42
2020,2,12,"Lung",69
2020,2,13,"Lung",115
2020,2,14,"Lung",129
2020,2,15,"Lung",170
2020,2,16,"Lung",139
2020,2,17,"Lung",104
2020,2,18,"Lung",88
2021,1,3,"Lung",3
2021,1,7,"Lung",4
2021,1,8,"Lung",23
2021,1,10,"Lung",14
2021,1,11,"Lung",30
2021,1,12,"Lung",78
2021,1,13,"Lung",115
2021,1,14,"Lung",149
2021,1,15,"Lung",224
2021,1,16,"Lung",227
2021,1,17,"Lung",142
2021,1,18,"Lung",117
2021,2,2,"Lung",1
2021,2,7,"Lung",8
2021,2,8,"Lung",20
2021,2,10,"Lung",6
2021,2,11,"Lung",53
2021,2,12,"Lung",90
2021,2,13,"Lung",102
2021,2,14,"Lung",135
2021,2,15,"Lung",216
2021,2,16,"Lung",150
2021,2,17,"Lung",108
2021,2,18,"Lung",103
2022,1,1,"Lung",12
2022,1,2,"Lung",17
2022,1,4,"Lung",13
2022,1,5,"Lung",12
2022,1,7,"Lung",17
2022,1,8,"Lung",25
2022,1,9,"Lung",7
2022,1,10,"Lung",26
2022,1,11,"Lung",54
2022,1,12,"Lung",53
2022,1,13,"Lung",137
2022,1,14,"Lung",161
2022,1,15,"Lung",198
2022,1,16,"Lung",236
2022,1,17,"Lung",153
2022,1,18,"Lung",92
2022,2,1,"Lung",17
2022,2,4,"Lung",18
2022,2,6,"Lung",1
2022,2,7,"Lung",9
2022,2,8,"Lung",8
2022,2,9,"Lung",1
2022,2,10,"Lung",32
2022,2,11,"Lung",17
2022,2,12,"Lung",61
2022,2,13,"Lung",109
2022,2,14,"Lung",163
2022,2,15,"Lung",166
2022,2,16,"Lung",188
2022,2,17,"Lung",125
2022,2,18,"Lung",82
2005,1,1,"Melanoma",17
2005,1,2,"Melanoma",8
2005,1,3,"Melanoma",15
2005,1,4,"Melanoma",17
2005,1,6,"Melanoma",27
2005,1,7,"Melanoma",25
2005,1,8,"Melanoma",28
2005,1,9,"Melanoma",70
2005,1,10,"Melanoma",77
2005,1,11,"Melanoma",97
2005,1,12,"Melanoma",149
2005,1,13,"Melanoma",127
2005,1,14,"Melanoma",124
2005,1,15,"Melanoma",103
2005,1,16,"Melanoma",98
2005,1,17,"Melanoma",49
2005,1,18,"Melanoma",55
2005,2,2,"Melanoma",10
2005,2,3,"Melanoma",7
2005,2,4,"Melanoma",18
2005,2,5,"Melanoma",24
2005,2,6,"Melanoma",30
2005,2,7,"Melanoma",48
2005,2,8,"Melanoma",60
2005,2,9,"Melanoma",46
2005,2,10,"Melanoma",92
2005,2,11,"Melanoma",63
2005,2,12,"Melanoma",63
2005,2,13,"Melanoma",58
2005,2,14,"Melanoma",76
2005,2,15,"Melanoma",66
2005,2,16,"Melanoma",43
2005,2,17,"Melanoma",46
2005,2,18,"Melanoma",55
2006,1,3,"Melanoma",17
2006,1,4,"Melanoma",6
2006,1,5,"Melanoma",24
2006,1,6,"Melanoma",37
2006,1,7,"Melanoma",20
2006,1,8,"Melanoma",38
2006,1,9,"Melanoma",49
2006,1,10,"Melanoma",59
2006,1,11,"Melanoma",104
2006,1,12,"Melanoma",110
2006,1,13,"Melanoma",107
2006,1,14,"Melanoma",124
2006,1,15,"Melanoma",128
2006,1,16,"Melanoma",108
2006,1,17,"Melanoma",51
2006,1,18,"Melanoma",57
2006,2,2,"Melanoma",5
2006,2,4,"Melanoma",25
2006,2,5,"Melanoma",7
2006,2,6,"Melanoma",43
2006,2,7,"Melanoma",14
2006,2,8,"Melanoma",41
2006,2,9,"Melanoma",68
2006,2,10,"Melanoma",73
2006,2,11,"Melanoma",81
2006,2,12,"Melanoma",106
2006,2,13,"Melanoma",49
2006,2,14,"Melanoma",54
2006,2,15,"Melanoma",42
2006,2,16,"Melanoma",65
2006,2,17,"Melanoma",32
2006,2,18,"Melanoma",28
2007,1,1,"Melanoma",6
2007,1,3,"Melanoma",17
2007,1,4,"Melanoma",10
2007,1,6,"Melanoma",28
2007,1,7,"Melanoma",40
2007,1,8,"Melanoma",49
2007,1,9,"Melanoma",61
2007,1,10,"Melanoma",74
2007,1,11,"Melanoma",83
2007,1,12,"Melanoma",122
2007,1,13,"Melanoma",148
2007,1,14,"Melanoma",119
2007,1,15,"Melanoma",118
2007,1,16,"Melanoma",93
2007,1,17,"Melanoma",75
2007,1,18,"Melanoma",49
2007,2,2,"Melanoma",10
2007,2,4,"Melanoma",19
2007,2,5,"Melanoma",9
2007,2,6,"Melanoma",40
2007,2,7,"Melanoma",21
2007,2,8,"Melanoma",83
2007,2,9,"Melanoma",46
2007,2,10,"Melanoma",92
2007,2,11,"Melanoma",65
2007,2,12,"Melanoma",89
2007,2,13,"Melanoma",51
2007,2,14,"Melanoma",62
2007,2,15,"Melanoma",36
2007,2,16,"Melanoma",67
2007,2,17,"Melanoma",48
2007,2,18,"Melanoma",27
2008,1,5,"Melanoma",29
2008,1,6,"Melanoma",30
2008,1,7,"Melanoma",28
2008,1,8,"Melanoma",43
2008,1,9,"Melanoma",59
2008,1,10,"Melanoma",100
2008,1,11,"Melanoma",98
2008,1,12,"Melanoma",156
2008,1,13,"Melanoma",141
2008,1,14,"Melanoma",148
2008,1,15,"Melanoma",120
2008,1,16,"Melanoma",132
2008,1,17,"Melanoma",87
2008,1,18,"Melanoma",74
2008,2,1,"Melanoma",3
2008,2,4,"Melanoma",27
2008,2,5,"Melanoma",32
2008,2,6,"Melanoma",43
2008,2,7,"Melanoma",24
2008,2,8,"Melanoma",41
2008,2,9,"Melanoma",71
2008,2,10,"Melanoma",92
2008,2,11,"Melanoma",68
2008,2,12,"Melanoma",84
2008,2,13,"Melanoma",79
2008,2,14,"Melanoma",91
2008,2,15,"Melanoma",73
2008,2,16,"Melanoma",57
2008,2,17,"Melanoma",50
2008,2,18,"Melanoma",62
2009,1,1,"Melanoma",9
2009,1,2,"Melanoma",3
2009,1,5,"Melanoma",34
2009,1,6,"Melanoma",36
2009,1,7,"Melanoma",30
2009,1,8,"Melanoma",60
2009,1,9,"Melanoma",67
2009,1,10,"Melanoma",52
2009,1,11,"Melanoma",109
2009,1,12,"Melanoma",109
2009,1,13,"Melanoma",158
2009,1,14,"Melanoma",148
2009,1,15,"Melanoma",120
2009,1,16,"Melanoma",100
2009,1,17,"Melanoma",105
2009,1,18,"Melanoma",61
2009,2,2,"Melanoma",12
2009,2,3,"Melanoma",14
2009,2,4,"Melanoma",2
2009,2,5,"Melanoma",12
2009,2,6,"Melanoma",18
2009,2,7,"Melanoma",56
2009,2,8,"Melanoma",54
2009,2,9,"Melanoma",51
2009,2,10,"Melanoma",68
2009,2,11,"Melanoma",90
2009,2,12,"Melanoma",90
2009,2,13,"Melanoma",64
2009,2,14,"Melanoma",85
2009,2,15,"Melanoma",73
2009,2,16,"Melanoma",77
2009,2,17,"Melanoma",38
2009,2,18,"Melanoma",49
2010,1,1,"Melanoma",3
2010,1,4,"Melanoma",16
2010,1,5,"Melanoma",15
2010,1,6,"Melanoma",6
2010,1,7,"Melanoma",37
2010,1,8,"Melanoma",58
2010,1,9,"Melanoma",49
2010,1,10,"Melanoma",66
2010,1,11,"Melanoma",93
2010,1,12,"Melanoma",143
2010,1,13,"Melanoma",183
2010,1,14,"Melanoma",129
2010,1,15,"Melanoma",153
2010,1,16,"Melanoma",125
2010,1,17,"Melanoma",110
2010,1,18,"Melanoma",91
2010,2,2,"Melanoma",13
2010,2,3,"Melanoma",3
2010,2,4,"Melanoma",23
2010,2,5,"Melanoma",33
2010,2,6,"Melanoma",32
2010,2,7,"Melanoma",55
2010,2,8,"Melanoma",47
2010,2,9,"Melanoma",68
2010,2,10,"Melanoma",94
2010,2,11,"Melanoma",89
2010,2,12,"Melanoma",97
2010,2,13,"Melanoma",90
2010,2,14,"Melanoma",100
2010,2,15,"Melanoma",74
2010,2,16,"Melanoma",73
2010,2,17,"Melanoma",46
2010,2,18,"Melanoma",49
2011,1,1,"Melanoma",19
2011,1,4,"Melanoma",12
2011,1,5,"Melanoma",18
2011,1,6,"Melanoma",11
2011,1,7,"Melanoma",19
2011,1,8,"Melanoma",62
2011,1,9,"Melanoma",68
2011,1,10,"Melanoma",73
2011,1,11,"Melanoma",94
2011,1,12,"Melanoma",133
2011,1,13,"Melanoma",195
2011,1,14,"Melanoma",167
2011,1,15,"Melanoma",131
2011,1,16,"Melanoma",115
2011,1,17,"Melanoma",84
2011,1,18,"Melanoma",65
2011,2,1,"Melanoma",15
2011,2,3,"Melanoma",14
2011,2,4,"Melanoma",27
2011,2,5,"Melanoma",1
2011,2,6,"Melanoma",48
2011,2,7,"Melanoma",26
2011,2,8,"Melanoma",86
2011,2,9,"Melanoma",63
2011,2,10,"Melanoma",103
2011,2,11,"Melanoma",73
2011,2,12,"Melanoma",86
2011,2,13,"Melanoma",107
2011,2,14,"Melanoma",96
2011,2,15,"Melanoma",85
2011,2,16,"Melanoma",45
2011,2,17,"Melanoma",39
2011,2,18,"Melanoma",53
2012,1,1,"Melanoma",10
2012,1,4,"Melanoma",3
2012,1,5,"Melanoma",30
2012,1,6,"Melanoma",26
2012,1,7,"Melanoma",35
2012,1,8,"Melanoma",43
2012,1,9,"Melanoma",71
2012,1,10,"Melanoma",77
2012,1,11,"Melanoma",133
2012,1,12,"Melanoma",134
2012,1,13,"Melanoma",170
2012,1,14,"Melanoma",192
2012,1,15,"Melanoma",154
2012,1,16,"Melanoma",138
2012,1,17,"Melanoma",100
2012,1,18,"Melanoma",96
2012,2,1,"Melanoma",18
2012,2,4,"Melanoma",19
2012,2,5,"Melanoma",31
2012,2,6,"Melanoma",29
2012,2,7,"Melanoma",56
2012,2,8,"Melanoma",55
2012,2,9,"Melanoma",55
2012,2,10,"Melanoma",68
2012,2,11,"Melanoma",90
2012,2,12,"Melanoma",103
2012,2,13,"Melanoma",100
2012,2,14,"Melanoma",92
2012,2,15,"Melanoma",68
2012,2,16,"Melanoma",49
2012,2,17,"Melanoma",73
2012,2,18,"Melanoma",82
2013,1,1,"Melanoma",3
2013,1,3,"Melanoma",3
2013,1,5,"Melanoma",15
2013,1,6,"Melanoma",27
2013,1,7,"Melanoma",16
2013,1,8,"Melanoma",27
2013,1,9,"Melanoma",80
2013,1,10,"Melanoma",85
2013,1,11,"Melanoma",100
2013,1,12,"Melanoma",138
2013,1,13,"Melanoma",183
2013,1,14,"Melanoma",237
2013,1,15,"Melanoma",195
2013,1,16,"Melanoma",134
2013,1,17,"Melanoma",94
2013,1,18,"Melanoma",91
2013,2,5,"Melanoma",37
2013,2,6,"Melanoma",25
2013,2,7,"Melanoma",49
2013,2,8,"Melanoma",59
2013,2,9,"Melanoma",73
2013,2,10,"Melanoma",90
2013,2,11,"Melanoma",131
2013,2,12,"Melanoma",88
2013,2,13,"Melanoma",92
2013,2,14,"Melanoma",96
2013,2,15,"Melanoma",94
2013,2,16,"Melanoma",59
2013,2,17,"Melanoma",66
2013,2,18,"Melanoma",92
2014,1,1,"Melanoma",3
2014,1,2,"Melanoma",17
2014,1,4,"Melanoma",6
2014,1,6,"Melanoma",6
2014,1,7,"Melanoma",42
2014,1,8,"Melanoma",31
2014,1,9,"Melanoma",84
2014,1,10,"Melanoma",80
2014,1,11,"Melanoma",112
2014,1,12,"Melanoma",112
2014,1,13,"Melanoma",198
2014,1,14,"Melanoma",240
2014,1,15,"Melanoma",161
2014,1,16,"Melanoma",157
2014,1,17,"Melanoma",117
2014,1,18,"Melanoma",114
