"age.grp_string","year","sex","cancer.type","suppress","measure","obs"
"35-49",2005,1,"Lymphoma",0,"Rates",10.9960516629898
"35-49",2005,1,"Melanoma",0,"Counts",175
"35-49",2005,1,"Melanoma",0,"Rates",67.9182741012358
"35-49",2005,1,"Pancreatic",0,"Counts",36
"35-49",2005,1,"Pancreatic",0,"Rates",14.3078715460202
"35-49",2005,1,"Prostate",0,"Counts",66
"35-49",2005,1,"Prostate",0,"Rates",25.2404476837541
"35-49",2005,2,"All cancers",0,"Counts",990
"35-49",2005,2,"All cancers",0,"Rates",376.229618429155
"35-49",2005,2,"Breast (female)",0,"Counts",392
"35-49",2005,2,"Breast (female)",0,"Rates",148.797665425541
"35-49",2005,2,"Colorectal",0,"Counts",39
"35-49",2005,2,"Colorectal",0,"Rates",15.4137567868431
"35-49",2005,2,"Leukaemia",0,"Counts",27
"35-49",2005,2,"Leukaemia",0,"Rates",10.0051903294843
"35-49",2005,2,"Lung",0,"Counts",11
"35-49",2005,2,"Lung",0,"Rates",4.07618865275285
"35-49",2005,2,"Lymphoma",0,"Counts",18
"35-49",2005,2,"Lymphoma",0,"Rates",6.79376837034377
"35-49",2005,2,"Melanoma",0,"Counts",198
"35-49",2005,2,"Melanoma",0,"Rates",75.6392241459901
"35-49",2005,2,"Pancreatic",0,"Counts",6
"35-49",2005,2,"Pancreatic",0,"Rates",2.22337562877428
"35-49",2005,2,"Prostate",1,"Counts",NA
"35-49",2005,2,"Prostate",1,"Rates",NA
"35-49",2005,3,"All cancers",0,"Counts",1615
"35-49",2005,3,"All cancers",0,"Rates",310.58648994412
"35-49",2005,3,"Breast (female)",1,"Counts",NA
"35-49",2005,3,"Breast (female)",1,"Rates",NA
"35-49",2005,3,"Colorectal",0,"Counts",119
"35-49",2005,3,"Colorectal",0,"Rates",23.151686296178
"35-49",2005,3,"Leukaemia",0,"Counts",50
"35-49",2005,3,"Leukaemia",0,"Rates",9.47517001932665
"35-49",2005,3,"Lung",0,"Counts",34
"35-49",2005,3,"Lung",0,"Rates",6.48137740443967
"35-49",2005,3,"Lymphoma",0,"Counts",47
"35-49",2005,3,"Lymphoma",0,"Rates",8.87487017067108
"35-49",2005,3,"Melanoma",0,"Counts",373
"35-49",2005,3,"Melanoma",0,"Rates",71.803808709648
"35-49",2005,3,"Pancreatic",0,"Counts",42
"35-49",2005,3,"Pancreatic",0,"Rates",8.197197790329
"35-49",2005,3,"Prostate",1,"Counts",NA
"35-49",2005,3,"Prostate",1,"Rates",NA
"35-49",2006,1,"All cancers",0,"Counts",598
"35-49",2006,1,"All cancers",0,"Rates",225.933069345913
"35-49",2006,1,"Breast (female)",1,"Counts",NA
"35-49",2006,1,"Breast (female)",1,"Rates",NA
"35-49",2006,1,"Colorectal",0,"Counts",17
"35-49",2006,1,"Colorectal",0,"Rates",6.23636903601332
"35-49",2006,1,"Leukaemia",0,"Counts",23
"35-49",2006,1,"Leukaemia",0,"Rates",8.43744046048861
"35-49",2006,1,"Lung",0,"Counts",21
"35-49",2006,1,"Lung",0,"Rates",7.70374998566352
"35-49",2006,1,"Lymphoma",0,"Counts",27
"35-49",2006,1,"Lymphoma",0,"Rates",10.4793946561451
"35-49",2006,1,"Melanoma",0,"Counts",146
"35-49",2006,1,"Melanoma",0,"Rates",55.692424802046
"35-49",2006,1,"Pancreatic",0,"Counts",43
"35-49",2006,1,"Pancreatic",0,"Rates",16.5258182948723
"35-49",2006,1,"Prostate",0,"Counts",85
"35-49",2006,1,"Prostate",0,"Rates",31.8118313390141
"35-49",2006,2,"All cancers",0,"Counts",962
"35-49",2006,2,"All cancers",0,"Rates",356.787391972273
"35-49",2006,2,"Breast (female)",0,"Counts",441
"35-49",2006,2,"Breast (female)",0,"Rates",163.460889877238
"35-49",2006,2,"Colorectal",0,"Counts",57
"35-49",2006,2,"Colorectal",0,"Rates",20.5847662647899
"35-49",2006,2,"Leukaemia",0,"Counts",51
"35-49",2006,2,"Leukaemia",0,"Rates",18.9114952784227
"35-49",2006,2,"Lung",0,"Counts",59
"35-49",2006,2,"Lung",0,"Rates",21.6947673821939
"35-49",2006,2,"Lymphoma",0,"Counts",46
"35-49",2006,2,"Lymphoma",0,"Rates",17.2135911040343
"35-49",2006,2,"Melanoma",0,"Counts",182
"35-49",2006,2,"Melanoma",0,"Rates",67.8957711480557
"35-49",2006,2,"Pancreatic",1,"Counts",NA
"35-49",2006,2,"Pancreatic",1,"Rates",NA
"35-49",2006,2,"Prostate",1,"Counts",NA
"35-49",2006,2,"Prostate",1,"Rates",NA
"35-49",2006,3,"All cancers",0,"Counts",1560
"35-49",2006,3,"All cancers",0,"Rates",292.076559039552
"35-49",2006,3,"Breast (female)",1,"Counts",NA
"35-49",2006,3,"Breast (female)",1,"Rates",NA
"35-49",2006,3,"Colorectal",0,"Counts",74
"35-49",2006,3,"Colorectal",0,"Rates",13.489591321421
"35-49",2006,3,"Leukaemia",0,"Counts",74
"35-49",2006,3,"Leukaemia",0,"Rates",13.7347938765905
"35-49",2006,3,"Lung",0,"Counts",80
"35-49",2006,3,"Lung",0,"Rates",14.7698073699836
"35-49",2006,3,"Lymphoma",0,"Counts",73
"35-49",2006,3,"Lymphoma",0,"Rates",13.8821235938698
"35-49",2006,3,"Melanoma",0,"Counts",328
"35-49",2006,3,"Melanoma",0,"Rates",61.8644716334215
"35-49",2006,3,"Pancreatic",0,"Counts",43
"35-49",2006,3,"Pancreatic",0,"Rates",8.17604814344392
"35-49",2006,3,"Prostate",1,"Counts",NA
"35-49",2006,3,"Prostate",1,"Rates",NA
"35-49",2007,1,"All cancers",0,"Counts",687
"35-49",2007,1,"All cancers",0,"Rates",253.40412230044
"35-49",2007,1,"Breast (female)",1,"Counts",NA
"35-49",2007,1,"Breast (female)",1,"Rates",NA
"35-49",2007,1,"Colorectal",0,"Counts",71
"35-49",2007,1,"Colorectal",0,"Rates",26.1761343803398
"35-49",2007,1,"Leukaemia",0,"Counts",20
"35-49",2007,1,"Leukaemia",0,"Rates",7.72118112381555
"35-49",2007,1,"Lung",0,"Counts",24
"35-49",2007,1,"Lung",0,"Rates",8.66628449666856
"35-49",2007,1,"Lymphoma",0,"Counts",21
"35-49",2007,1,"Lymphoma",0,"Rates",7.95881476024929
"35-49",2007,1,"Melanoma",0,"Counts",184
"35-49",2007,1,"Melanoma",0,"Rates",68.5559270578608
"35-49",2007,1,"Pancreatic",0,"Counts",10
"35-49",2007,1,"Pancreatic",0,"Rates",3.55421580809011
"35-49",2007,1,"Prostate",0,"Counts",94
"35-49",2007,1,"Prostate",0,"Rates",34.5394175483895
"35-49",2007,2,"All cancers",0,"Counts",966
"35-49",2007,2,"All cancers",0,"Rates",351.842819184838
"35-49",2007,2,"Breast (female)",0,"Counts",329
"35-49",2007,2,"Breast (female)",0,"Rates",119.649911956477
"35-49",2007,2,"Colorectal",0,"Counts",76
"35-49",2007,2,"Colorectal",0,"Rates",27.5298194373065
"35-49",2007,2,"Leukaemia",0,"Counts",50
"35-49",2007,2,"Leukaemia",0,"Rates",18.4705586901802
"35-49",2007,2,"Lung",0,"Counts",54
"35-49",2007,2,"Lung",0,"Rates",19.1462765159702
"35-49",2007,2,"Lymphoma",1,"Counts",NA
"35-49",2007,2,"Lymphoma",1,"Rates",NA
"35-49",2007,2,"Melanoma",0,"Counts",221
"35-49",2007,2,"Melanoma",0,"Rates",80.2863782008297
"35-49",2007,2,"Pancreatic",0,"Counts",40
"35-49",2007,2,"Pancreatic",0,"Rates",14.8078617437539
"35-49",2007,2,"Prostate",1,"Counts",NA
"35-49",2007,2,"Prostate",1,"Rates",NA
"35-49",2007,3,"All cancers",0,"Counts",1653
"35-49",2007,3,"All cancers",0,"Rates",303.165412423564
"35-49",2007,3,"Breast (female)",1,"Counts",NA
"35-49",2007,3,"Breast (female)",1,"Rates",NA
"35-49",2007,3,"Colorectal",0,"Counts",147
"35-49",2007,3,"Colorectal",0,"Rates",26.8613033097859
"35-49",2007,3,"Leukaemia",0,"Counts",70
"35-49",2007,3,"Leukaemia",0,"Rates",13.1514082219694
"35-49",2007,3,"Lung",0,"Counts",78
"35-49",2007,3,"Lung",0,"Rates",13.9559478388343
"35-49",2007,3,"Lymphoma",0,"Counts",21
"35-49",2007,3,"Lymphoma",0,"Rates",3.93644282915522
"35-49",2007,3,"Melanoma",0,"Counts",405
"35-49",2007,3,"Melanoma",0,"Rates",74.4723120144313
"35-49",2007,3,"Pancreatic",0,"Counts",50
"35-49",2007,3,"Pancreatic",0,"Rates",9.24214564561603
"35-49",2007,3,"Prostate",1,"Counts",NA
"35-49",2007,3,"Prostate",1,"Rates",NA
"35-49",2008,1,"All cancers",0,"Counts",686
"35-49",2008,1,"All cancers",0,"Rates",247.82655739566
"35-49",2008,1,"Breast (female)",1,"Counts",NA
"35-49",2008,1,"Breast (female)",1,"Rates",NA
"35-49",2008,1,"Colorectal",0,"Counts",83
"35-49",2008,1,"Colorectal",0,"Rates",30.2331533288179
"35-49",2008,1,"Leukaemia",0,"Counts",13
"35-49",2008,1,"Leukaemia",0,"Rates",4.74796165631124
"35-49",2008,1,"Lung",0,"Counts",64
"35-49",2008,1,"Lung",0,"Rates",23.3611871843716
"35-49",2008,1,"Lymphoma",0,"Counts",33
"35-49",2008,1,"Lymphoma",0,"Rates",12.1711155533076
"35-49",2008,1,"Melanoma",0,"Counts",202
"35-49",2008,1,"Melanoma",0,"Rates",73.0453153814307
"35-49",2008,1,"Pancreatic",0,"Counts",18
"35-49",2008,1,"Pancreatic",0,"Rates",6.54250381152257
"35-49",2008,1,"Prostate",0,"Counts",84
"35-49",2008,1,"Prostate",0,"Rates",30.0859115040814
"35-49",2008,2,"All cancers",0,"Counts",1045
"35-49",2008,2,"All cancers",0,"Rates",373.284632809555
"35-49",2008,2,"Breast (female)",0,"Counts",402
"35-49",2008,2,"Breast (female)",0,"Rates",143.092003050581
"35-49",2008,2,"Colorectal",0,"Counts",24
"35-49",2008,2,"Colorectal",0,"Rates",8.58001326859341
"35-49",2008,2,"Leukaemia",0,"Counts",40
"35-49",2008,2,"Leukaemia",0,"Rates",14.1696367178446
"35-49",2008,2,"Lung",0,"Counts",8
"35-49",2008,2,"Lung",0,"Rates",2.78780648186033
"35-49",2008,2,"Lymphoma",0,"Counts",22
"35-49",2008,2,"Lymphoma",0,"Rates",7.69427140318376
"35-49",2008,2,"Melanoma",0,"Counts",204
"35-49",2008,2,"Melanoma",0,"Rates",72.8207793470277
"35-49",2008,2,"Pancreatic",0,"Counts",22
"35-49",2008,2,"Pancreatic",0,"Rates",7.54478738683083
"35-49",2008,2,"Prostate",1,"Counts",NA
"35-49",2008,2,"Prostate",1,"Rates",NA
"35-49",2008,3,"All cancers",0,"Counts",1731
"35-49",2008,3,"All cancers",0,"Rates",311.106007444754
"35-49",2008,3,"Breast (female)",1,"Counts",NA
"35-49",2008,3,"Breast (female)",1,"Rates",NA
"35-49",2008,3,"Colorectal",0,"Counts",107
"35-49",2008,3,"Colorectal",0,"Rates",19.3136004985743
"35-49",2008,3,"Leukaemia",0,"Counts",53
"35-49",2008,3,"Leukaemia",0,"Rates",9.50396313144974
"35-49",2008,3,"Lung",0,"Counts",72
"35-49",2008,3,"Lung",0,"Rates",12.9726756510808
"35-49",2008,3,"Lymphoma",0,"Counts",55
"35-49",2008,3,"Lymphoma",0,"Rates",9.92718636397882
"35-49",2008,3,"Melanoma",0,"Counts",406
"35-49",2008,3,"Melanoma",0,"Rates",72.9265487389432
"35-49",2008,3,"Pancreatic",0,"Counts",40
"35-49",2008,3,"Pancreatic",0,"Rates",7.06090995051816
"35-49",2008,3,"Prostate",1,"Counts",NA
"35-49",2008,3,"Prostate",1,"Rates",NA
"35-49",2009,1,"All cancers",0,"Counts",732
"35-49",2009,1,"All cancers",0,"Rates",259.69036868846
"35-49",2009,1,"Breast (female)",1,"Counts",NA
"35-49",2009,1,"Breast (female)",1,"Rates",NA
"35-49",2009,1,"Colorectal",0,"Counts",83
"35-49",2009,1,"Colorectal",0,"Rates",30.055569488154
"35-49",2009,1,"Leukaemia",0,"Counts",10
"35-49",2009,1,"Leukaemia",0,"Rates",3.81401851932533
"35-49",2009,1,"Lung",1,"Counts",NA
"35-49",2009,1,"Lung",1,"Rates",NA
"35-49",2009,1,"Lymphoma",0,"Counts",37
"35-49",2009,1,"Lymphoma",0,"Rates",13.3239562175766
"35-49",2009,1,"Melanoma",0,"Counts",179
"35-49",2009,1,"Melanoma",0,"Rates",64.6200899923748
"35-49",2009,1,"Pancreatic",1,"Counts",NA
"35-49",2009,1,"Pancreatic",1,"Rates",NA
"35-49",2009,1,"Prostate",0,"Counts",106
"35-49",2009,1,"Prostate",0,"Rates",37.8101805505755
"35-49",2009,2,"All cancers",0,"Counts",1058
"35-49",2009,2,"All cancers",0,"Rates",371.361628459992
"35-49",2009,2,"Breast (female)",0,"Counts",374
"35-49",2009,2,"Breast (female)",0,"Rates",130.710391946563
"35-49",2009,2,"Colorectal",0,"Counts",53
"35-49",2009,2,"Colorectal",0,"Rates",18.4790492521025
"35-49",2009,2,"Leukaemia",0,"Counts",22
"35-49",2009,2,"Leukaemia",0,"Rates",7.60771148515462
"35-49",2009,2,"Lung",0,"Counts",43
"35-49",2009,2,"Lung",0,"Rates",14.6545786740378
"35-49",2009,2,"Lymphoma",0,"Counts",9
"35-49",2009,2,"Lymphoma",0,"Rates",3.32603313035691
"35-49",2009,2,"Melanoma",0,"Counts",173
"35-49",2009,2,"Melanoma",0,"Rates",60.7809083304278
"35-49",2009,2,"Pancreatic",0,"Counts",49
"35-49",2009,2,"Pancreatic",0,"Rates",17.1077021138918
"35-49",2009,2,"Prostate",1,"Counts",NA
"35-49",2009,2,"Prostate",1,"Rates",NA
"35-49",2009,3,"All cancers",0,"Counts",1790
"35-49",2009,3,"All cancers",0,"Rates",315.997376776883
"35-49",2009,3,"Breast (female)",1,"Counts",NA
"35-49",2009,3,"Breast (female)",1,"Rates",NA
"35-49",2009,3,"Colorectal",0,"Counts",136
"35-49",2009,3,"Colorectal",0,"Rates",24.2027510567861
"35-49",2009,3,"Leukaemia",0,"Counts",32
"35-49",2009,3,"Leukaemia",0,"Rates",5.71803150163938
"35-49",2009,3,"Lung",0,"Counts",43
"35-49",2009,3,"Lung",0,"Rates",7.38789283008779
"35-49",2009,3,"Lymphoma",0,"Counts",46
"35-49",2009,3,"Lymphoma",0,"Rates",8.28355680506271
"35-49",2009,3,"Melanoma",0,"Counts",352
"35-49",2009,3,"Melanoma",0,"Rates",62.691680107958
"35-49",2009,3,"Pancreatic",0,"Counts",52
"35-49",2009,3,"Pancreatic",0,"Rates",9.13352722166652
"35-49",2009,3,"Prostate",1,"Counts",NA
"35-49",2009,3,"Prostate",1,"Rates",NA
"35-49",2010,1,"All cancers",0,"Counts",671
"35-49",2010,1,"All cancers",0,"Rates",236.592448052527
"35-49",2010,1,"Breast (female)",1,"Counts",NA
"35-49",2010,1,"Breast (female)",1,"Rates",NA
"35-49",2010,1,"Colorectal",0,"Counts",52
"35-49",2010,1,"Colorectal",0,"Rates",18.5687892756589
"35-49",2010,1,"Leukaemia",0,"Counts",41
"35-49",2010,1,"Leukaemia",0,"Rates",14.2159128036292
"35-49",2010,1,"Lung",0,"Counts",44
"35-49",2010,1,"Lung",0,"Rates",15.3834747683483
"35-49",2010,1,"Lymphoma",0,"Counts",90
"35-49",2010,1,"Lymphoma",0,"Rates",31.9921007218366
"35-49",2010,1,"Melanoma",0,"Counts",173
"35-49",2010,1,"Melanoma",0,"Rates",61.5311870473451
"35-49",2010,1,"Pancreatic",0,"Counts",5
"35-49",2010,1,"Pancreatic",0,"Rates",1.69972514332307
"35-49",2010,1,"Prostate",0,"Counts",70
"35-49",2010,1,"Prostate",0,"Rates",24.0498880183377
"35-49",2010,2,"All cancers",0,"Counts",1088
"35-49",2010,2,"All cancers",0,"Rates",378.294792054392
"35-49",2010,2,"Breast (female)",0,"Counts",417
"35-49",2010,2,"Breast (female)",0,"Rates",144.481268551566
"35-49",2010,2,"Colorectal",0,"Counts",86
"35-49",2010,2,"Colorectal",0,"Rates",29.9723616402155
"35-49",2010,2,"Leukaemia",1,"Counts",NA
"35-49",2010,2,"Leukaemia",1,"Rates",NA
"35-49",2010,2,"Lung",0,"Counts",18
"35-49",2010,2,"Lung",0,"Rates",6.38472411484821
"35-49",2010,2,"Lymphoma",0,"Counts",46
"35-49",2010,2,"Lymphoma",0,"Rates",15.791282249718
"35-49",2010,2,"Melanoma",0,"Counts",209
"35-49",2010,2,"Melanoma",0,"Rates",72.8908247578563
"35-49",2010,2,"Pancreatic",0,"Counts",10
"35-49",2010,2,"Pancreatic",0,"Rates",3.54706895269345
"35-49",2010,2,"Prostate",1,"Counts",NA
"35-49",2010,2,"Prostate",1,"Rates",NA
"35-49",2010,3,"All cancers",0,"Counts",1759
"35-49",2010,3,"All cancers",0,"Rates",308.05890611196
"35-49",2010,3,"Breast (female)",1,"Counts",NA
"35-49",2010,3,"Breast (female)",1,"Rates",NA
"35-49",2010,3,"Colorectal",0,"Counts",138
"35-49",2010,3,"Colorectal",0,"Rates",24.3265403510803
"35-49",2010,3,"Leukaemia",0,"Counts",41
"35-49",2010,3,"Leukaemia",0,"Rates",7.04252913474583
"35-49",2010,3,"Lung",0,"Counts",62
"35-49",2010,3,"Lung",0,"Rates",10.8401770500176
"35-49",2010,3,"Lymphoma",0,"Counts",136
"35-49",2010,3,"Lymphoma",0,"Rates",23.8276460076355
"35-49",2010,3,"Melanoma",0,"Counts",382
"35-49",2010,3,"Melanoma",0,"Rates",67.2709424321405
"35-49",2010,3,"Pancreatic",0,"Counts",15
"35-49",2010,3,"Pancreatic",0,"Rates",2.62594503951681
"35-49",2010,3,"Prostate",1,"Counts",NA
"35-49",2010,3,"Prostate",1,"Rates",NA
"35-49",2011,1,"All cancers",0,"Counts",738
"35-49",2011,1,"All cancers",0,"Rates",260.227760780847
"35-49",2011,1,"Breast (female)",1,"Counts",NA
"35-49",2011,1,"Breast (female)",1,"Rates",NA
"35-49",2011,1,"Colorectal",0,"Counts",62
"35-49",2011,1,"Colorectal",0,"Rates",21.8026747772911
"35-49",2011,1,"Leukaemia",0,"Counts",54
"35-49",2011,1,"Leukaemia",0,"Rates",18.9499440911824
"35-49",2011,1,"Lung",0,"Counts",38
"35-49",2011,1,"Lung",0,"Rates",13.4363803257273
"35-49",2011,1,"Lymphoma",0,"Counts",25
"35-49",2011,1,"Lymphoma",0,"Rates",8.8749144101712
"35-49",2011,1,"Melanoma",0,"Counts",203
"35-49",2011,1,"Melanoma",0,"Rates",72.1451297897617
"35-49",2011,1,"Pancreatic",0,"Counts",15
"35-49",2011,1,"Pancreatic",0,"Rates",5.47779654061694
"35-49",2011,1,"Prostate",0,"Counts",64
"35-49",2011,1,"Prostate",0,"Rates",22.1036286718818
"35-49",2011,2,"All cancers",0,"Counts",1039
"35-49",2011,2,"All cancers",0,"Rates",358.660526303488
"35-49",2011,2,"Breast (female)",0,"Counts",411
"35-49",2011,2,"Breast (female)",0,"Rates",141.574742911668
"35-49",2011,2,"Colorectal",0,"Counts",37
"35-49",2011,2,"Colorectal",0,"Rates",12.6061171379016
"35-49",2011,2,"Leukaemia",1,"Counts",NA
"35-49",2011,2,"Leukaemia",1,"Rates",NA
"35-49",2011,2,"Lung",0,"Counts",27
"35-49",2011,2,"Lung",0,"Rates",9.15252812825726
"35-49",2011,2,"Lymphoma",0,"Counts",35
"35-49",2011,2,"Lymphoma",0,"Rates",12.3522366676997
"35-49",2011,2,"Melanoma",0,"Counts",252
"35-49",2011,2,"Melanoma",0,"Rates",87.5374952292324
"35-49",2011,2,"Pancreatic",0,"Counts",36
"35-49",2011,2,"Pancreatic",0,"Rates",12.4948255587057
"35-49",2011,2,"Prostate",1,"Counts",NA
"35-49",2011,2,"Prostate",1,"Rates",NA
"35-49",2011,3,"All cancers",0,"Counts",1777
"35-49",2011,3,"All cancers",0,"Rates",309.974670406263
"35-49",2011,3,"Breast (female)",1,"Counts",NA
"35-49",2011,3,"Breast (female)",1,"Rates",NA
"35-49",2011,3,"Colorectal",0,"Counts",99
"35-49",2011,3,"Colorectal",0,"Rates",17.1460637030419
"35-49",2011,3,"Leukaemia",0,"Counts",56
"35-49",2011,3,"Leukaemia",0,"Rates",9.72815866038473
"35-49",2011,3,"Lung",0,"Counts",65
"35-49",2011,3,"Lung",0,"Rates",11.2687363672914
"35-49",2011,3,"Lymphoma",0,"Counts",60
"35-49",2011,3,"Lymphoma",0,"Rates",10.6273077406379
"35-49",2011,3,"Melanoma",0,"Counts",455
"35-49",2011,3,"Melanoma",0,"Rates",79.9189953207757
"35-49",2011,3,"Pancreatic",0,"Counts",51
"35-49",2011,3,"Pancreatic",0,"Rates",9.03438017922057
"35-49",2011,3,"Prostate",1,"Counts",NA
"35-49",2011,3,"Prostate",1,"Rates",NA
"35-49",2012,1,"All cancers",0,"Counts",733
"35-49",2012,1,"All cancers",0,"Rates",255.787902037475
"35-49",2012,1,"Breast (female)",1,"Counts",NA
"35-49",2012,1,"Breast (female)",1,"Rates",NA
"35-49",2012,1,"Colorectal",0,"Counts",51
"35-49",2012,1,"Colorectal",0,"Rates",17.5830441550943
"35-49",2012,1,"Leukaemia",1,"Counts",NA
"35-49",2012,1,"Leukaemia",1,"Rates",NA
"35-49",2012,1,"Lung",1,"Counts",NA
"35-49",2012,1,"Lung",1,"Rates",NA
"35-49",2012,1,"Lymphoma",0,"Counts",47
"35-49",2012,1,"Lymphoma",0,"Rates",16.2256075842421
"35-49",2012,1,"Melanoma",0,"Counts",191
"35-49",2012,1,"Melanoma",0,"Rates",66.9525609190469
"35-49",2012,1,"Pancreatic",0,"Counts",10
"35-49",2012,1,"Pancreatic",0,"Rates",3.6172456649901
"35-49",2012,1,"Prostate",0,"Counts",103
"35-49",2012,1,"Prostate",0,"Rates",35.5203004943229
"35-49",2012,2,"All cancers",0,"Counts",1091
"35-49",2012,2,"All cancers",0,"Rates",373.708617263486
"35-49",2012,2,"Breast (female)",0,"Counts",481
"35-49",2012,2,"Breast (female)",0,"Rates",163.910440302769
"35-49",2012,2,"Colorectal",0,"Counts",17
"35-49",2012,2,"Colorectal",0,"Rates",5.73041548725507
"35-49",2012,2,"Leukaemia",0,"Counts",36
"35-49",2012,2,"Leukaemia",0,"Rates",12.3675685478006
"35-49",2012,2,"Lung",0,"Counts",17
"35-49",2012,2,"Lung",0,"Rates",5.73619216608406
"35-49",2012,2,"Lymphoma",0,"Counts",46
"35-49",2012,2,"Lymphoma",0,"Rates",15.5102476022653
"35-49",2012,2,"Melanoma",0,"Counts",178
"35-49",2012,2,"Melanoma",0,"Rates",61.5430211784342
"35-49",2012,2,"Pancreatic",1,"Counts",NA
"35-49",2012,2,"Pancreatic",1,"Rates",NA
"35-49",2012,2,"Prostate",1,"Counts",NA
"35-49",2012,2,"Prostate",1,"Rates",NA
"35-49",2012,3,"All cancers",0,"Counts",1824
"35-49",2012,3,"All cancers",0,"Rates",315.321379521528
"35-49",2012,3,"Breast (female)",1,"Counts",NA
"35-49",2012,3,"Breast (female)",1,"Rates",NA
"35-49",2012,3,"Colorectal",0,"Counts",68
"35-49",2012,3,"Colorectal",0,"Rates",11.5878385130615
"35-49",2012,3,"Leukaemia",0,"Counts",38
"35-49",2012,3,"Leukaemia",0,"Rates",6.5838975468032
"35-49",2012,3,"Lung",0,"Counts",18
"35-49",2012,3,"Lung",0,"Rates",3.0838856749236
"35-49",2012,3,"Lymphoma",0,"Counts",93
"35-49",2012,3,"Lymphoma",0,"Rates",15.8641769977223
"35-49",2012,3,"Melanoma",0,"Counts",369
"35-49",2012,3,"Melanoma",0,"Rates",64.2043196608316
"35-49",2012,3,"Pancreatic",0,"Counts",12
"35-49",2012,3,"Pancreatic",0,"Rates",2.16238028612997
"35-49",2012,3,"Prostate",1,"Counts",NA
"35-49",2012,3,"Prostate",1,"Rates",NA
"35-49",2013,1,"All cancers",0,"Counts",768
"35-49",2013,1,"All cancers",0,"Rates",267.717583287166
"35-49",2013,1,"Breast (female)",1,"Counts",NA
"35-49",2013,1,"Breast (female)",1,"Rates",NA
"35-49",2013,1,"Colorectal",0,"Counts",95
"35-49",2013,1,"Colorectal",0,"Rates",33.2564027076132
"35-49",2013,1,"Leukaemia",0,"Counts",40
"35-49",2013,1,"Leukaemia",0,"Rates",14.2104021529368
"35-49",2013,1,"Lung",0,"Counts",54
"35-49",2013,1,"Lung",0,"Rates",19.0730246942232
"35-49",2013,1,"Lymphoma",0,"Counts",21
"35-49",2013,1,"Lymphoma",0,"Rates",7.18214528063075
"35-49",2013,1,"Melanoma",0,"Counts",192
"35-49",2013,1,"Melanoma",0,"Rates",66.537994967536
"35-49",2013,1,"Pancreatic",0,"Counts",39
"35-49",2013,1,"Pancreatic",0,"Rates",13.8889602224812
"35-49",2013,1,"Prostate",0,"Counts",123
"35-49",2013,1,"Prostate",0,"Rates",42.6379565283696
"35-49",2013,2,"All cancers",0,"Counts",1183
"35-49",2013,2,"All cancers",0,"Rates",402.141376171889
"35-49",2013,2,"Breast (female)",0,"Counts",449
"35-49",2013,2,"Breast (female)",0,"Rates",151.531196283769
"35-49",2013,2,"Colorectal",0,"Counts",44
"35-49",2013,2,"Colorectal",0,"Rates",14.7187318253886
"35-49",2013,2,"Leukaemia",0,"Counts",30
"35-49",2013,2,"Leukaemia",0,"Rates",9.99905744480677
"35-49",2013,2,"Lung",0,"Counts",47
"35-49",2013,2,"Lung",0,"Rates",15.7058220737398
"35-49",2013,2,"Lymphoma",0,"Counts",53
"35-49",2013,2,"Lymphoma",0,"Rates",17.7294359076342
"35-49",2013,2,"Melanoma",0,"Counts",222
"35-49",2013,2,"Melanoma",0,"Rates",76.0119111872546
"35-49",2013,2,"Pancreatic",0,"Counts",18
"35-49",2013,2,"Pancreatic",0,"Rates",5.97618775297466
"35-49",2013,2,"Prostate",1,"Counts",NA
"35-49",2013,2,"Prostate",1,"Rates",NA
"35-49",2013,3,"All cancers",0,"Counts",1951
"35-49",2013,3,"All cancers",0,"Rates",335.743377992347
"35-49",2013,3,"Breast (female)",1,"Counts",NA
"35-49",2013,3,"Breast (female)",1,"Rates",NA
"35-49",2013,3,"Colorectal",0,"Counts",139
"35-49",2013,3,"Colorectal",0,"Rates",23.8860125770528
"35-49",2013,3,"Leukaemia",0,"Counts",70
"35-49",2013,3,"Leukaemia",0,"Rates",12.102294985477
"35-49",2013,3,"Lung",0,"Counts",101
"35-49",2013,3,"Lung",0,"Rates",17.3929685914757
"35-49",2013,3,"Lymphoma",0,"Counts",74
"35-49",2013,3,"Lymphoma",0,"Rates",12.520298412942
"35-49",2013,3,"Melanoma",0,"Counts",414
"35-49",2013,3,"Melanoma",0,"Rates",71.2972285501475
"35-49",2013,3,"Pancreatic",0,"Counts",57
"35-49",2013,3,"Pancreatic",0,"Rates",9.90315571201425
"35-49",2013,3,"Prostate",1,"Counts",NA
"35-49",2013,3,"Prostate",1,"Rates",NA
"35-49",2014,1,"All cancers",0,"Counts",743
"35-49",2014,1,"All cancers",0,"Rates",259.165194349458
"35-49",2014,1,"Breast (female)",1,"Counts",NA
"35-49",2014,1,"Breast (female)",1,"Rates",NA
"35-49",2014,1,"Colorectal",0,"Counts",25
"35-49",2014,1,"Colorectal",0,"Rates",8.57234236439346
"35-49",2014,1,"Leukaemia",0,"Counts",5
"35-49",2014,1,"Leukaemia",0,"Rates",1.71036197631226
"35-49",2014,1,"Lung",1,"Counts",NA
"35-49",2014,1,"Lung",1,"Rates",NA
"35-49",2014,1,"Lymphoma",0,"Counts",88
"35-49",2014,1,"Lymphoma",0,"Rates",31.1552036310601
"35-49",2014,1,"Melanoma",0,"Counts",195
"35-49",2014,1,"Melanoma",0,"Rates",67.5371368496451
