"age.grp_string","year","sex","cancer.type","suppress","measure","obs"
"35-49",2005,1,"Lung",0,"Rates",11.5867976772953
"35-49",2005,1,"Lymphoma",0,"Counts",32
"35-49",2005,1,"Lymphoma",0,"Rates",12.2768747791966
"35-49",2005,1,"Melanoma",0,"Counts",34
"35-49",2005,1,"Melanoma",0,"Rates",13.3189279649021
"35-49",2005,1,"Pancreatic",0,"Counts",36
"35-49",2005,1,"Pancreatic",0,"Rates",13.9149524535359
"35-49",2005,1,"Prostate",0,"Counts",37
"35-49",2005,1,"Prostate",0,"Rates",14.3945533267742
"35-49",2005,2,"All cancers",0,"Counts",161
"35-49",2005,2,"All cancers",0,"Rates",60.7625398674585
"35-49",2005,2,"Breast(female)",0,"Counts",45
"35-49",2005,2,"Breast(female)",0,"Rates",16.8166217689739
"35-49",2005,2,"Colorectal",0,"Counts",5
"35-49",2005,2,"Colorectal",0,"Rates",1.94136022123348
"35-49",2005,2,"Leukaemia",0,"Counts",6
"35-49",2005,2,"Leukaemia",0,"Rates",2.40953340938272
"35-49",2005,2,"Lung",0,"Counts",26
"35-49",2005,2,"Lung",0,"Rates",9.97115344456237
"35-49",2005,2,"Lymphoma",0,"Counts",18
"35-49",2005,2,"Lymphoma",0,"Rates",6.767273766625
"35-49",2005,2,"Melanoma",0,"Counts",15
"35-49",2005,2,"Melanoma",0,"Rates",5.69091209052956
"35-49",2005,2,"Pancreatic",0,"Counts",18
"35-49",2005,2,"Pancreatic",0,"Rates",6.81143143948962
"35-49",2005,2,"Prostate",1,"Counts",NA
"35-49",2005,2,"Prostate",1,"Rates",NA
"35-49",2005,3,"All cancers",0,"Counts",323
"35-49",2005,3,"All cancers",0,"Rates",61.7877274717253
"35-49",2005,3,"Breast(female)",1,"Counts",NA
"35-49",2005,3,"Breast(female)",1,"Rates",NA
"35-49",2005,3,"Colorectal",0,"Counts",27
"35-49",2005,3,"Colorectal",0,"Rates",5.19688161325957
"35-49",2005,3,"Leukaemia",0,"Counts",27
"35-49",2005,3,"Leukaemia",0,"Rates",5.18052112738115
"35-49",2005,3,"Lung",0,"Counts",56
"35-49",2005,3,"Lung",0,"Rates",10.7722992497637
"35-49",2005,3,"Lymphoma",0,"Counts",50
"35-49",2005,3,"Lymphoma",0,"Rates",9.48944680712424
"35-49",2005,3,"Melanoma",0,"Counts",49
"35-49",2005,3,"Melanoma",0,"Rates",9.46057416636482
"35-49",2005,3,"Pancreatic",0,"Counts",54
"35-49",2005,3,"Pancreatic",0,"Rates",10.3231120378034
"35-49",2005,3,"Prostate",1,"Counts",NA
"35-49",2005,3,"Prostate",1,"Rates",NA
"35-49",2006,1,"All cancers",0,"Counts",118
"35-49",2006,1,"All cancers",0,"Rates",44.7193674306516
"35-49",2006,1,"Breast(female)",1,"Counts",NA
"35-49",2006,1,"Breast(female)",1,"Rates",NA
"35-49",2006,1,"Colorectal",0,"Counts",5
"35-49",2006,1,"Colorectal",0,"Rates",1.90056362711013
"35-49",2006,1,"Leukaemia",0,"Counts",6
"35-49",2006,1,"Leukaemia",0,"Rates",2.32264616026162
"35-49",2006,1,"Lung",0,"Counts",5
"35-49",2006,1,"Lung",0,"Rates",1.94478858714172
"35-49",2006,1,"Lymphoma",0,"Counts",13
"35-49",2006,1,"Lymphoma",0,"Rates",5.12803050866628
"35-49",2006,1,"Melanoma",0,"Counts",22
"35-49",2006,1,"Melanoma",0,"Rates",8.31916305390132
"35-49",2006,1,"Pancreatic",0,"Counts",41
"35-49",2006,1,"Pancreatic",0,"Rates",15.5822787813999
"35-49",2006,1,"Prostate",1,"Counts",NA
"35-49",2006,1,"Prostate",1,"Rates",NA
"35-49",2006,2,"All cancers",0,"Counts",145
"35-49",2006,2,"All cancers",0,"Rates",53.6202779579947
"35-49",2006,2,"Breast(female)",0,"Counts",45
"35-49",2006,2,"Breast(female)",0,"Rates",16.7742846600681
"35-49",2006,2,"Colorectal",0,"Counts",28
"35-49",2006,2,"Colorectal",0,"Rates",10.7611821225405
"35-49",2006,2,"Leukaemia",1,"Counts",NA
"35-49",2006,2,"Leukaemia",1,"Rates",NA
"35-49",2006,2,"Lung",0,"Counts",38
"35-49",2006,2,"Lung",0,"Rates",14.1062933390695
"35-49",2006,2,"Lymphoma",0,"Counts",31
"35-49",2006,2,"Lymphoma",0,"Rates",11.8922527182841
"35-49",2006,2,"Melanoma",0,"Counts",11
"35-49",2006,2,"Melanoma",0,"Rates",4.18493418270549
"35-49",2006,2,"Pancreatic",0,"Counts",15
"35-49",2006,2,"Pancreatic",0,"Rates",5.37860385659605
"35-49",2006,2,"Prostate",1,"Counts",NA
"35-49",2006,2,"Prostate",1,"Rates",NA
"35-49",2006,3,"All cancers",0,"Counts",263
"35-49",2006,3,"All cancers",0,"Rates",49.2174928866081
"35-49",2006,3,"Breast(female)",1,"Counts",NA
"35-49",2006,3,"Breast(female)",1,"Rates",NA
"35-49",2006,3,"Colorectal",0,"Counts",33
"35-49",2006,3,"Colorectal",0,"Rates",6.37354604135318
"35-49",2006,3,"Leukaemia",0,"Counts",7
"35-49",2006,3,"Leukaemia",0,"Rates",1.34098973751934
"35-49",2006,3,"Lung",0,"Counts",43
"35-49",2006,3,"Lung",0,"Rates",8.08616635955763
"35-49",2006,3,"Lymphoma",0,"Counts",44
"35-49",2006,3,"Lymphoma",0,"Rates",8.54960855484735
"35-49",2006,3,"Melanoma",0,"Counts",33
"35-49",2006,3,"Melanoma",0,"Rates",6.23419471045695
"35-49",2006,3,"Pancreatic",0,"Counts",56
"35-49",2006,3,"Pancreatic",0,"Rates",10.4236045338103
"35-49",2006,3,"Prostate",1,"Counts",NA
"35-49",2006,3,"Prostate",1,"Rates",NA
"35-49",2007,1,"All cancers",0,"Counts",146
"35-49",2007,1,"All cancers",0,"Rates",53.5272813894551
"35-49",2007,1,"Breast(female)",1,"Counts",NA
"35-49",2007,1,"Breast(female)",1,"Rates",NA
"35-49",2007,1,"Colorectal",0,"Counts",18
"35-49",2007,1,"Colorectal",0,"Rates",6.39758845456219
"35-49",2007,1,"Leukaemia",0,"Counts",10
"35-49",2007,1,"Leukaemia",0,"Rates",3.55421580809011
"35-49",2007,1,"Lung",0,"Counts",44
"35-49",2007,1,"Lung",0,"Rates",16.0415003244983
"35-49",2007,1,"Lymphoma",0,"Counts",6
"35-49",2007,1,"Lymphoma",0,"Rates",2.17668524774816
"35-49",2007,1,"Melanoma",0,"Counts",12
"35-49",2007,1,"Melanoma",0,"Rates",4.52999354707269
"35-49",2007,1,"Pancreatic",0,"Counts",17
"35-49",2007,1,"Pancreatic",0,"Rates",6.04216687375318
"35-49",2007,1,"Prostate",0,"Counts",15
"35-49",2007,1,"Prostate",0,"Rates",5.50794676371154
"35-49",2007,2,"All cancers",0,"Counts",139
"35-49",2007,2,"All cancers",0,"Rates",50.5454374643015
"35-49",2007,2,"Breast(female)",0,"Counts",48
"35-49",2007,2,"Breast(female)",0,"Rates",17.5940772846151
"35-49",2007,2,"Colorectal",0,"Counts",19
"35-49",2007,2,"Colorectal",0,"Rates",6.62277223434687
"35-49",2007,2,"Leukaemia",0,"Counts",19
"35-49",2007,2,"Leukaemia",0,"Rates",6.88170078797644
"35-49",2007,2,"Lung",0,"Counts",13
"35-49",2007,2,"Lung",0,"Rates",4.88217692966599
"35-49",2007,2,"Lymphoma",0,"Counts",19
"35-49",2007,2,"Lymphoma",0,"Rates",6.70908175222339
"35-49",2007,2,"Melanoma",1,"Counts",NA
"35-49",2007,2,"Melanoma",1,"Rates",NA
"35-49",2007,2,"Pancreatic",1,"Counts",NA
"35-49",2007,2,"Pancreatic",1,"Rates",NA
"35-49",2007,2,"Prostate",1,"Counts",NA
"35-49",2007,2,"Prostate",1,"Rates",NA
"35-49",2007,3,"All cancers",0,"Counts",285
"35-49",2007,3,"All cancers",0,"Rates",52.0320713452433
"35-49",2007,3,"Breast(female)",1,"Counts",NA
"35-49",2007,3,"Breast(female)",1,"Rates",NA
"35-49",2007,3,"Colorectal",0,"Counts",37
"35-49",2007,3,"Colorectal",0,"Rates",6.51127663324401
"35-49",2007,3,"Leukaemia",0,"Counts",29
"35-49",2007,3,"Leukaemia",0,"Rates",5.23438197328485
"35-49",2007,3,"Lung",0,"Counts",57
"35-49",2007,3,"Lung",0,"Rates",10.408534324237
"35-49",2007,3,"Lymphoma",0,"Counts",25
"35-49",2007,3,"Lymphoma",0,"Rates",4.46498570688735
"35-49",2007,3,"Melanoma",0,"Counts",15
"35-49",2007,3,"Melanoma",0,"Rates",2.81999563235143
"35-49",2007,3,"Pancreatic",0,"Counts",17
"35-49",2007,3,"Pancreatic",0,"Rates",2.9916676423013
"35-49",2007,3,"Prostate",1,"Counts",NA
"35-49",2007,3,"Prostate",1,"Rates",NA
"35-49",2008,1,"All cancers",0,"Counts",108
"35-49",2008,1,"All cancers",0,"Rates",39.2656502125657
"35-49",2008,1,"Breast(female)",1,"Counts",NA
"35-49",2008,1,"Breast(female)",1,"Rates",NA
"35-49",2008,1,"Colorectal",0,"Counts",33
"35-49",2008,1,"Colorectal",0,"Rates",12.09014589734
"35-49",2008,1,"Leukaemia",0,"Counts",20
"35-49",2008,1,"Leukaemia",0,"Rates",7.28535412532293
"35-49",2008,1,"Lung",0,"Counts",31
"35-49",2008,1,"Lung",0,"Rates",11.0032359962246
"35-49",2008,1,"Lymphoma",0,"Counts",22
"35-49",2008,1,"Lymphoma",0,"Rates",8.16128885133706
"35-49",2008,1,"Melanoma",0,"Counts",8
"35-49",2008,1,"Melanoma",0,"Rates",3.09033958903617
"35-49",2008,1,"Pancreatic",0,"Counts",10
"35-49",2008,1,"Pancreatic",0,"Rates",3.47969959660213
"35-49",2008,1,"Prostate",0,"Counts",24
"35-49",2008,1,"Prostate",0,"Rates",8.97435857657992
"35-49",2008,2,"All cancers",0,"Counts",149
"35-49",2008,2,"All cancers",0,"Rates",52.7500734846033
"35-49",2008,2,"Breast(female)",0,"Counts",47
"35-49",2008,2,"Breast(female)",0,"Rates",16.9471329542733
"35-49",2008,2,"Colorectal",0,"Counts",6
"35-49",2008,2,"Colorectal",0,"Rates",2.15169508053779
"35-49",2008,2,"Leukaemia",1,"Counts",NA
"35-49",2008,2,"Leukaemia",1,"Rates",NA
"35-49",2008,2,"Lung",0,"Counts",23
"35-49",2008,2,"Lung",0,"Rates",8.36711968567987
"35-49",2008,2,"Lymphoma",0,"Counts",23
"35-49",2008,2,"Lymphoma",0,"Rates",8.44197039035298
"35-49",2008,2,"Melanoma",0,"Counts",35
"35-49",2008,2,"Melanoma",0,"Rates",12.413355877648
"35-49",2008,2,"Pancreatic",0,"Counts",22
"35-49",2008,2,"Pancreatic",0,"Rates",8.01875257194398
"35-49",2008,2,"Prostate",1,"Counts",NA
"35-49",2008,2,"Prostate",1,"Rates",NA
"35-49",2008,3,"All cancers",0,"Counts",257
"35-49",2008,3,"All cancers",0,"Rates",46.0613849745306
"35-49",2008,3,"Breast(female)",1,"Counts",NA
"35-49",2008,3,"Breast(female)",1,"Rates",NA
"35-49",2008,3,"Colorectal",0,"Counts",39
"35-49",2008,3,"Colorectal",0,"Rates",7.07314090083691
"35-49",2008,3,"Leukaemia",0,"Counts",22
"35-49",2008,3,"Leukaemia",0,"Rates",3.96776463849989
"35-49",2008,3,"Lung",0,"Counts",54
"35-49",2008,3,"Lung",0,"Rates",9.67154482938506
"35-49",2008,3,"Lymphoma",0,"Counts",45
"35-49",2008,3,"Lymphoma",0,"Rates",8.29785811575223
"35-49",2008,3,"Melanoma",0,"Counts",43
"35-49",2008,3,"Melanoma",0,"Rates",7.79011629895285
"35-49",2008,3,"Pancreatic",0,"Counts",32
"35-49",2008,3,"Pancreatic",0,"Rates",5.75843250759565
"35-49",2008,3,"Prostate",1,"Counts",NA
"35-49",2008,3,"Prostate",1,"Rates",NA
"35-49",2009,1,"All cancers",0,"Counts",145
"35-49",2009,1,"All cancers",0,"Rates",50.8129403902133
"35-49",2009,1,"Breast(female)",1,"Counts",NA
"35-49",2009,1,"Breast(female)",1,"Rates",NA
"35-49",2009,1,"Colorectal",0,"Counts",17
"35-49",2009,1,"Colorectal",0,"Rates",5.77987958130536
"35-49",2009,1,"Leukaemia",1,"Counts",NA
"35-49",2009,1,"Leukaemia",1,"Rates",NA
"35-49",2009,1,"Lung",0,"Counts",14
"35-49",2009,1,"Lung",0,"Rates",4.75990083166324
"35-49",2009,1,"Lymphoma",0,"Counts",9
"35-49",2009,1,"Lymphoma",0,"Rates",3.05993624892637
"35-49",2009,1,"Melanoma",0,"Counts",22
"35-49",2009,1,"Melanoma",0,"Rates",7.66078669496691
"35-49",2009,1,"Pancreatic",0,"Counts",38
"35-49",2009,1,"Pancreatic",0,"Rates",13.7376854456909
"35-49",2009,1,"Prostate",0,"Counts",27
"35-49",2009,1,"Prostate",0,"Rates",9.8984961719063
"35-49",2009,2,"All cancers",0,"Counts",149
"35-49",2009,2,"All cancers",0,"Rates",52.40448601641
"35-49",2009,2,"Breast(female)",0,"Counts",67
"35-49",2009,2,"Breast(female)",0,"Rates",23.490026184138
"35-49",2009,2,"Colorectal",0,"Counts",43
"35-49",2009,2,"Colorectal",0,"Rates",14.8003797465768
"35-49",2009,2,"Leukaemia",0,"Counts",35
"35-49",2009,2,"Leukaemia",0,"Rates",12.4303814031396
"35-49",2009,2,"Lung",0,"Counts",24
"35-49",2009,2,"Lung",0,"Rates",8.48080391340502
"35-49",2009,2,"Lymphoma",0,"Counts",22
"35-49",2009,2,"Lymphoma",0,"Rates",7.52471388808767
"35-49",2009,2,"Melanoma",0,"Counts",32
"35-49",2009,2,"Melanoma",0,"Rates",11.10058830186
"35-49",2009,2,"Pancreatic",0,"Counts",30
"35-49",2009,2,"Pancreatic",0,"Rates",10.9337687024956
"35-49",2009,2,"Prostate",1,"Counts",NA
"35-49",2009,2,"Prostate",1,"Rates",NA
"35-49",2009,3,"All cancers",0,"Counts",294
"35-49",2009,3,"All cancers",0,"Rates",51.59402360936
"35-49",2009,3,"Breast(female)",1,"Counts",NA
"35-49",2009,3,"Breast(female)",1,"Rates",NA
"35-49",2009,3,"Colorectal",0,"Counts",60
"35-49",2009,3,"Colorectal",0,"Rates",10.326103631553
"35-49",2009,3,"Leukaemia",0,"Counts",38
"35-49",2009,3,"Leukaemia",0,"Rates",6.76618343187749
"35-49",2009,3,"Lung",0,"Counts",38
"35-49",2009,3,"Lung",0,"Rates",6.62305130393786
"35-49",2009,3,"Lymphoma",0,"Counts",31
"35-49",2009,3,"Lymphoma",0,"Rates",5.30513872798254
"35-49",2009,3,"Melanoma",0,"Counts",54
"35-49",2009,3,"Melanoma",0,"Rates",9.40965063857689
"35-49",2009,3,"Pancreatic",0,"Counts",68
"35-49",2009,3,"Pancreatic",0,"Rates",12.3232737755934
"35-49",2009,3,"Prostate",1,"Counts",NA
"35-49",2009,3,"Prostate",1,"Rates",NA
"35-49",2010,1,"All cancers",0,"Counts",125
"35-49",2010,1,"All cancers",0,"Rates",43.5875794801527
"35-49",2010,1,"Breast(female)",1,"Counts",NA
"35-49",2010,1,"Breast(female)",1,"Rates",NA
"35-49",2010,1,"Colorectal",0,"Counts",17
"35-49",2010,1,"Colorectal",0,"Rates",5.87689529953952
"35-49",2010,1,"Leukaemia",0,"Counts",26
"35-49",2010,1,"Leukaemia",0,"Rates",9.36436573133338
"35-49",2010,1,"Lung",0,"Counts",37
"35-49",2010,1,"Lung",0,"Rates",13.0844022508666
"35-49",2010,1,"Lymphoma",1,"Counts",NA
"35-49",2010,1,"Lymphoma",1,"Rates",NA
"35-49",2010,1,"Melanoma",0,"Counts",22
"35-49",2010,1,"Melanoma",0,"Rates",7.4787906306215
"35-49",2010,1,"Pancreatic",0,"Counts",26
"35-49",2010,1,"Pancreatic",0,"Rates",9.44790856858476
"35-49",2010,1,"Prostate",1,"Counts",NA
"35-49",2010,1,"Prostate",1,"Rates",NA
"35-49",2010,2,"All cancers",0,"Counts",137
"35-49",2010,2,"All cancers",0,"Rates",47.9306815928589
"35-49",2010,2,"Breast(female)",0,"Counts",39
"35-49",2010,2,"Breast(female)",0,"Rates",13.4868989676804
"35-49",2010,2,"Colorectal",0,"Counts",40
"35-49",2010,2,"Colorectal",0,"Rates",13.8591044253193
"35-49",2010,2,"Leukaemia",0,"Counts",8
"35-49",2010,2,"Leukaemia",0,"Rates",2.77230064641563
"35-49",2010,2,"Lung",0,"Counts",50
"35-49",2010,2,"Lung",0,"Rates",17.4790777715573
"35-49",2010,2,"Lymphoma",0,"Counts",29
"35-49",2010,2,"Lymphoma",0,"Rates",10.1926755255232
"35-49",2010,2,"Melanoma",1,"Counts",NA
"35-49",2010,2,"Melanoma",1,"Rates",NA
"35-49",2010,2,"Pancreatic",1,"Counts",NA
"35-49",2010,2,"Pancreatic",1,"Rates",NA
"35-49",2010,2,"Prostate",1,"Counts",NA
"35-49",2010,2,"Prostate",1,"Rates",NA
"35-49",2010,3,"All cancers",0,"Counts",262
"35-49",2010,3,"All cancers",0,"Rates",45.7624373051929
"35-49",2010,3,"Breast(female)",1,"Counts",NA
"35-49",2010,3,"Breast(female)",1,"Rates",NA
"35-49",2010,3,"Colorectal",0,"Counts",57
"35-49",2010,3,"Colorectal",0,"Rates",9.89934259477485
"35-49",2010,3,"Leukaemia",0,"Counts",34
"35-49",2010,3,"Leukaemia",0,"Rates",6.04286784995107
"35-49",2010,3,"Lung",0,"Counts",87
"35-49",2010,3,"Lung",0,"Rates",15.3007516480937
"35-49",2010,3,"Lymphoma",0,"Counts",29
"35-49",2010,3,"Lymphoma",0,"Rates",5.14277625236207
"35-49",2010,3,"Melanoma",0,"Counts",22
"35-49",2010,3,"Melanoma",0,"Rates",3.70036581145417
"35-49",2010,3,"Pancreatic",0,"Counts",27
"35-49",2010,3,"Pancreatic",0,"Rates",4.85921173067104
"35-49",2010,3,"Prostate",1,"Counts",NA
"35-49",2010,3,"Prostate",1,"Rates",NA
"35-49",2011,1,"All cancers",0,"Counts",150
"35-49",2011,1,"All cancers",0,"Rates",52.6051725168107
"35-49",2011,1,"Breast(female)",1,"Counts",NA
"35-49",2011,1,"Breast(female)",1,"Rates",NA
"35-49",2011,1,"Colorectal",0,"Counts",13
"35-49",2011,1,"Colorectal",0,"Rates",4.5872477244315
"35-49",2011,1,"Leukaemia",0,"Counts",16
"35-49",2011,1,"Leukaemia",0,"Rates",5.84298297665807
"35-49",2011,1,"Lung",0,"Counts",43
"35-49",2011,1,"Lung",0,"Rates",14.9713525944058
"35-49",2011,1,"Lymphoma",0,"Counts",22
"35-49",2011,1,"Lymphoma",0,"Rates",7.54632548932965
"35-49",2011,1,"Melanoma",0,"Counts",30
"35-49",2011,1,"Melanoma",0,"Rates",10.8080946279311
"35-49",2011,1,"Pancreatic",0,"Counts",15
"35-49",2011,1,"Pancreatic",0,"Rates",5.32938856144866
"35-49",2011,1,"Prostate",1,"Counts",NA
"35-49",2011,1,"Prostate",1,"Rates",NA
"35-49",2011,2,"All cancers",0,"Counts",174
"35-49",2011,2,"All cancers",0,"Rates",59.7733255720488
"35-49",2011,2,"Breast(female)",0,"Counts",27
"35-49",2011,2,"Breast(female)",0,"Rates",9.2911070176451
"35-49",2011,2,"Colorectal",0,"Counts",7
"35-49",2011,2,"Colorectal",0,"Rates",2.34283429879254
"35-49",2011,2,"Leukaemia",0,"Counts",16
"35-49",2011,2,"Leukaemia",0,"Rates",5.40450858485874
"35-49",2011,2,"Lung",0,"Counts",25
"35-49",2011,2,"Lung",0,"Rates",8.36726535283048
"35-49",2011,2,"Lymphoma",0,"Counts",13
"35-49",2011,2,"Lymphoma",0,"Rates",4.57151036184827
"35-49",2011,2,"Melanoma",1,"Counts",NA
"35-49",2011,2,"Melanoma",1,"Rates",NA
"35-49",2011,2,"Pancreatic",1,"Counts",NA
"35-49",2011,2,"Pancreatic",1,"Rates",NA
"35-49",2011,2,"Prostate",1,"Counts",NA
"35-49",2011,2,"Prostate",1,"Rates",NA
"35-49",2011,3,"All cancers",0,"Counts",324
"35-49",2011,3,"All cancers",0,"Rates",56.2272449017335
"35-49",2011,3,"Breast(female)",1,"Counts",NA
"35-49",2011,3,"Breast(female)",1,"Rates",NA
"35-49",2011,3,"Colorectal",0,"Counts",20
"35-49",2011,3,"Colorectal",0,"Rates",3.45364002342433
"35-49",2011,3,"Leukaemia",0,"Counts",32
"35-49",2011,3,"Leukaemia",0,"Rates",5.63213350490995
"35-49",2011,3,"Lung",0,"Counts",68
"35-49",2011,3,"Lung",0,"Rates",11.6366472295931
"35-49",2011,3,"Lymphoma",0,"Counts",35
"35-49",2011,3,"Lymphoma",0,"Rates",6.03860602467244
"35-49",2011,3,"Melanoma",0,"Counts",30
"35-49",2011,3,"Melanoma",0,"Rates",5.34783078363321
"35-49",2011,3,"Pancreatic",0,"Counts",15
"35-49",2011,3,"Pancreatic",0,"Rates",2.6337319982525
"35-49",2011,3,"Prostate",1,"Counts",NA
"35-49",2011,3,"Prostate",1,"Rates",NA
"35-49",2012,1,"All cancers",0,"Counts",130
"35-49",2012,1,"All cancers",0,"Rates",45.545739566203
"35-49",2012,1,"Breast(female)",1,"Counts",NA
"35-49",2012,1,"Breast(female)",1,"Rates",NA
"35-49",2012,1,"Colorectal",0,"Counts",10
"35-49",2012,1,"Colorectal",0,"Rates",3.43217413726745
"35-49",2012,1,"Leukaemia",0,"Counts",14
"35-49",2012,1,"Leukaemia",0,"Rates",5.07245061701823
"35-49",2012,1,"Lung",0,"Counts",24
"35-49",2012,1,"Lung",0,"Rates",8.23721792944188
"35-49",2012,1,"Lymphoma",1,"Counts",NA
"35-49",2012,1,"Lymphoma",1,"Rates",NA
"35-49",2012,1,"Melanoma",0,"Counts",34
"35-49",2012,1,"Melanoma",0,"Rates",11.7825935319401
"35-49",2012,1,"Pancreatic",0,"Counts",26
"35-49",2012,1,"Pancreatic",0,"Rates",9.40097035658949
"35-49",2012,1,"Prostate",0,"Counts",29
"35-49",2012,1,"Prostate",0,"Rates",10.3720674762198
"35-49",2012,2,"All cancers",0,"Counts",141
"35-49",2012,2,"All cancers",0,"Rates",48.2227371841673
"35-49",2012,2,"Breast(female)",0,"Counts",31
"35-49",2012,2,"Breast(female)",0,"Rates",10.4672076613286
"35-49",2012,2,"Colorectal",0,"Counts",25
"35-49",2012,2,"Colorectal",0,"Rates",8.60700460676621
"35-49",2012,2,"Leukaemia",0,"Counts",12
"35-49",2012,2,"Leukaemia",0,"Rates",4.22836358414288
"35-49",2012,2,"Lung",0,"Counts",25
"35-49",2012,2,"Lung",0,"Rates",8.68212311276162
"35-49",2012,2,"Lymphoma",0,"Counts",6
"35-49",2012,2,"Lymphoma",0,"Rates",2.04492668977906
"35-49",2012,2,"Melanoma",0,"Counts",9
"35-49",2012,2,"Melanoma",0,"Rates",3.01539992520765
"35-49",2012,2,"Pancreatic",1,"Counts",NA
"35-49",2012,2,"Pancreatic",1,"Rates",NA
"35-49",2012,2,"Prostate",1,"Counts",NA
"35-49",2012,2,"Prostate",1,"Rates",NA
"35-49",2012,3,"All cancers",0,"Counts",271
"35-49",2012,3,"All cancers",0,"Rates",46.9062395026965
"35-49",2012,3,"Breast(female)",1,"Counts",NA
"35-49",2012,3,"Breast(female)",1,"Rates",NA
"35-49",2012,3,"Colorectal",0,"Counts",35
"35-49",2012,3,"Colorectal",0,"Rates",6.04043342015178
"35-49",2012,3,"Leukaemia",0,"Counts",26
"35-49",2012,3,"Leukaemia",0,"Rates",4.65052925996838
"35-49",2012,3,"Lung",0,"Counts",49
"35-49",2012,3,"Lung",0,"Rates",8.44913157137309
"35-49",2012,3,"Lymphoma",0,"Counts",6
"35-49",2012,3,"Lymphoma",0,"Rates",1.03339150437956
"35-49",2012,3,"Melanoma",0,"Counts",43
"35-49",2012,3,"Melanoma",0,"Rates",7.35186616528499
"35-49",2012,3,"Pancreatic",0,"Counts",26
"35-49",2012,3,"Pancreatic",0,"Rates",4.66922440705313
"35-49",2012,3,"Prostate",1,"Counts",NA
"35-49",2012,3,"Prostate",1,"Rates",NA
"35-49",2013,1,"All cancers",0,"Counts",124
"35-49",2013,1,"All cancers",0,"Rates",42.8046866435444
"35-49",2013,1,"Breast(female)",1,"Counts",NA
"35-49",2013,1,"Breast(female)",1,"Rates",NA
"35-49",2013,1,"Colorectal",0,"Counts",22
"35-49",2013,1,"Colorectal",0,"Rates",7.54606351324584
"35-49",2013,1,"Leukaemia",0,"Counts",26
"35-49",2013,1,"Leukaemia",0,"Rates",9.40399136468404
"35-49",2013,1,"Lung",0,"Counts",5
"35-49",2013,1,"Lung",0,"Rates",1.7727870345525
"35-49",2013,1,"Lymphoma",1,"Counts",NA
"35-49",2013,1,"Lymphoma",1,"Rates",NA
"35-49",2013,1,"Melanoma",0,"Counts",21
"35-49",2013,1,"Melanoma",0,"Rates",7.20103152558279
"35-49",2013,1,"Pancreatic",1,"Counts",NA
"35-49",2013,1,"Pancreatic",1,"Rates",NA
"35-49",2013,1,"Prostate",0,"Counts",17
"35-49",2013,1,"Prostate",0,"Rates",5.986104971313
"35-49",2013,2,"All cancers",0,"Counts",142
"35-49",2013,2,"All cancers",0,"Rates",48.1935526721232
"35-49",2013,2,"Breast(female)",0,"Counts",17
"35-49",2013,2,"Breast(female)",0,"Rates",6.23121447986752
"35-49",2013,2,"Colorectal",0,"Counts",20
"35-49",2013,2,"Colorectal",0,"Rates",6.71225215736677
"35-49",2013,2,"Leukaemia",1,"Counts",NA
"35-49",2013,2,"Leukaemia",1,"Rates",NA
"35-49",2013,2,"Lung",0,"Counts",27
"35-49",2013,2,"Lung",0,"Rates",9.26560977075086
"35-49",2013,2,"Lymphoma",0,"Counts",16
"35-49",2013,2,"Lymphoma",0,"Rates",5.35985245852668
"35-49",2013,2,"Melanoma",0,"Counts",5
"35-49",2013,2,"Melanoma",0,"Rates",1.67495389328959
"35-49",2013,2,"Pancreatic",0,"Counts",18
"35-49",2013,2,"Pancreatic",0,"Rates",5.98512879678597
"35-49",2013,2,"Prostate",1,"Counts",NA
"35-49",2013,2,"Prostate",1,"Rates",NA
"35-49",2013,3,"All cancers",0,"Counts",266
"35-49",2013,3,"All cancers",0,"Rates",45.5209810513939
"35-49",2013,3,"Breast(female)",1,"Counts",NA
"35-49",2013,3,"Breast(female)",1,"Rates",NA
"35-49",2013,3,"Colorectal",0,"Counts",42
"35-49",2013,3,"Colorectal",0,"Rates",7.12616130035221
"35-49",2013,3,"Leukaemia",0,"Counts",26
"35-49",2013,3,"Leukaemia",0,"Rates",4.66216377230344
"35-49",2013,3,"Lung",0,"Counts",32
"35-49",2013,3,"Lung",0,"Rates",5.56001523547898
"35-49",2013,3,"Lymphoma",0,"Counts",16
"35-49",2013,3,"Lymphoma",0,"Rates",2.71281471238254
"35-49",2013,3,"Melanoma",0,"Counts",26
"35-49",2013,3,"Melanoma",0,"Rates",4.40240942353974
"35-49",2013,3,"Pancreatic",0,"Counts",18
"35-49",2013,3,"Pancreatic",0,"Rates",3.03417309918469
"35-49",2013,3,"Prostate",1,"Counts",NA
"35-49",2013,3,"Prostate",1,"Rates",NA
"35-49",2014,1,"All cancers",0,"Counts",134
"35-49",2014,1,"All cancers",0,"Rates",46.9161500436898
"35-49",2014,1,"Breast(female)",1,"Counts",NA
"35-49",2014,1,"Breast(female)",1,"Rates",NA
"35-49",2014,1,"Colorectal",1,"Counts",NA
"35-49",2014,1,"Colorectal",1,"Rates",NA
"35-49",2014,1,"Leukaemia",0,"Counts",23
"35-49",2014,1,"Leukaemia",0,"Rates",8.10826498069879
"35-49",2014,1,"Lung",1,"Counts",NA
"35-49",2014,1,"Lung",1,"Rates",NA
"35-49",2014,1,"Lymphoma",0,"Counts",7
"35-49",2014,1,"Lymphoma",0,"Rates",2.63510665649956
