"year","sex","ragegrp","count","Cancer.Type"
1988,"Female",16,118,"Oesophageal cancer"
2021,"Male",14,440,"Oesophageal cancer"
1997,"Male",11,197,"Oesophageal cancer"
1990,"Male",16,137,"Oesophageal cancer"
1993,"Male",10,175,"Oesophageal cancer"
2021,"Male",15,452,"Oesophageal cancer"
1997,"Male",12,213,"Oesophageal cancer"
2009,"Male",15,317,"Oesophageal cancer"
1993,"Male",11,162,"Oesophageal cancer"
2021,"Male",16,440,"Oesophageal cancer"
1997,"Male",13,198,"Oesophageal cancer"
2009,"Male",16,319,"Oesophageal cancer"
1984,"Female",13,66,"Oesophageal cancer"
2021,"Male",17,440,"Oesophageal cancer"
1997,"Male",14,208,"Oesophageal cancer"
2009,"Male",17,331,"Oesophageal cancer"
1984,"Female",14,66,"Oesophageal cancer"
2021,"Male",18,445,"Oesophageal cancer"
1997,"Male",15,205,"Oesophageal cancer"
2009,"Male",18,323,"Oesophageal cancer"
1984,"Female",15,84,"Oesophageal cancer"
2017,"Male",17,415,"Oesophageal cancer"
1997,"Male",16,211,"Oesophageal cancer"
1993,"Male",15,169,"Oesophageal cancer"
1984,"Female",16,66,"Oesophageal cancer"
2017,"Male",18,400,"Oesophageal cancer"
1997,"Male",17,197,"Oesophageal cancer"
1984,"Female",17,67,"Oesophageal cancer"
2005,"Female",11,290,"Oesophageal cancer"
2013,"Female",9,356,"Oesophageal cancer"
1997,"Male",18,197,"Oesophageal cancer"
1984,"Female",18,85,"Oesophageal cancer"
2021,"Female",10,443,"Oesophageal cancer"
2013,"Female",10,365,"Oesophageal cancer"
2009,"Female",11,316,"Oesophageal cancer"
1993,"Male",18,157,"Oesophageal cancer"
2021,"Female",11,446,"Oesophageal cancer"
2017,"Female",10,406,"Oesophageal cancer"
2009,"Female",12,332,"Oesophageal cancer"
1989,"Male",15,127,"Oesophageal cancer"
2021,"Female",12,446,"Oesophageal cancer"
2017,"Female",11,400,"Oesophageal cancer"
2009,"Female",13,323,"Oesophageal cancer"
1985,"Male",10,76,"Oesophageal cancer"
2021,"Female",13,447,"Oesophageal cancer"
1997,"Female",11,215,"Oesophageal cancer"
2009,"Female",14,335,"Oesophageal cancer"
1985,"Male",11,77,"Oesophageal cancer"
2021,"Female",14,447,"Oesophageal cancer"
2017,"Female",13,404,"Oesophageal cancer"
2009,"Female",15,316,"Oesophageal cancer"
1997,"Female",13,214,"Oesophageal cancer"
2021,"Female",15,453,"Oesophageal cancer"
2017,"Female",14,396,"Oesophageal cancer"
2009,"Female",16,325,"Oesophageal cancer"
1997,"Female",14,212,"Oesophageal cancer"
2021,"Female",16,452,"Oesophageal cancer"
2017,"Female",15,415,"Oesophageal cancer"
2009,"Female",17,319,"Oesophageal cancer"
1997,"Female",15,196,"Oesophageal cancer"
2021,"Female",17,446,"Oesophageal cancer"
2017,"Female",16,405,"Oesophageal cancer"
2009,"Female",18,334,"Oesophageal cancer"
1997,"Female",16,203,"Oesophageal cancer"
2021,"Female",18,445,"Oesophageal cancer"
2017,"Female",17,411,"Oesophageal cancer"
1989,"Female",12,127,"Oesophageal cancer"
1997,"Female",17,205,"Oesophageal cancer"
1985,"Male",16,90,"Oesophageal cancer"
2017,"Female",18,395,"Oesophageal cancer"
1989,"Female",13,131,"Oesophageal cancer"
1997,"Female",18,204,"Oesophageal cancer"
2022,"Male",8,452,"Oesophageal cancer"
2006,"Male",10,304,"Oesophageal cancer"
2008,"Female",13,310,"Oesophageal cancer"
2010,"Male",9,335,"Oesophageal cancer"
1985,"Male",18,78,"Oesophageal cancer"
1998,"Male",8,213,"Oesophageal cancer"
2022,"Male",10,451,"Oesophageal cancer"
2010,"Male",10,333,"Oesophageal cancer"
1998,"Male",9,213,"Oesophageal cancer"
2018,"Male",9,416,"Oesophageal cancer"
2022,"Male",11,453,"Oesophageal cancer"
2010,"Male",11,335,"Oesophageal cancer"
1998,"Male",10,217,"Oesophageal cancer"
2006,"Male",13,301,"Oesophageal cancer"
2022,"Male",12,453,"Oesophageal cancer"
2010,"Male",12,343,"Oesophageal cancer"
1985,"Female",10,81,"Oesophageal cancer"
2006,"Male",14,299,"Oesophageal cancer"
2022,"Male",13,455,"Oesophageal cancer"
2010,"Male",13,334,"Oesophageal cancer"
2018,"Male",12,409,"Oesophageal cancer"
2006,"Male",15,303,"Oesophageal cancer"
2022,"Male",14,448,"Oesophageal cancer"
2010,"Male",14,339,"Oesophageal cancer"
2018,"Male",13,408,"Oesophageal cancer"
2006,"Male",16,303,"Oesophageal cancer"
2022,"Male",15,457,"Oesophageal cancer"
2010,"Male",15,334,"Oesophageal cancer"
2018,"Male",14,408,"Oesophageal cancer"
1985,"Female",14,90,"Oesophageal cancer"
2022,"Male",16,451,"Oesophageal cancer"
2010,"Male",16,335,"Oesophageal cancer"
2018,"Male",15,410,"Oesophageal cancer"
1985,"Female",15,77,"Oesophageal cancer"
2022,"Male",17,457,"Oesophageal cancer"
2010,"Male",17,327,"Oesophageal cancer"
1985,"Female",16,81,"Oesophageal cancer"
1994,"Male",15,173,"Oesophageal cancer"
2022,"Male",18,446,"Oesophageal cancer"
2010,"Male",18,341,"Oesophageal cancer"
1985,"Female",17,79,"Oesophageal cancer"
1994,"Male",16,182,"Oesophageal cancer"
1990,"Male",13,129,"Oesophageal cancer"
2010,"Female",5,344,"Oesophageal cancer"
1985,"Female",18,76,"Oesophageal cancer"
1994,"Male",17,177,"Oesophageal cancer"
1990,"Male",14,127,"Oesophageal cancer"
2006,"Female",10,296,"Oesophageal cancer"
2009,"Male",13,323,"Oesophageal cancer"
1994,"Male",18,182,"Oesophageal cancer"
2022,"Female",10,454,"Oesophageal cancer"
2006,"Female",11,294,"Oesophageal cancer"
2009,"Male",14,325,"Oesophageal cancer"
1998,"Female",10,207,"Oesophageal cancer"
2022,"Female",11,461,"Oesophageal cancer"
2006,"Female",12,285,"Oesophageal cancer"
1986,"Male",9,96,"Oesophageal cancer"
1998,"Female",11,210,"Oesophageal cancer"
2022,"Female",12,463,"Oesophageal cancer"
2010,"Female",12,331,"Oesophageal cancer"
1986,"Male",11,86,"Oesophageal cancer"
1998,"Female",12,216,"Oesophageal cancer"
2022,"Female",13,446,"Oesophageal cancer"
2010,"Female",13,343,"Oesophageal cancer"
1998,"Female",13,205,"Oesophageal cancer"
1986,"Male",12,97,"Oesophageal cancer"
2022,"Female",14,448,"Oesophageal cancer"
2010,"Female",14,338,"Oesophageal cancer"
1998,"Female",14,219,"Oesophageal cancer"
1986,"Male",13,103,"Oesophageal cancer"
2022,"Female",15,452,"Oesophageal cancer"
2010,"Female",15,339,"Oesophageal cancer"
1998,"Female",15,223,"Oesophageal cancer"
1986,"Male",14,90,"Oesophageal cancer"
2022,"Female",16,459,"Oesophageal cancer"
2010,"Female",16,341,"Oesophageal cancer"
1998,"Female",16,207,"Oesophageal cancer"
1986,"Male",15,87,"Oesophageal cancer"
2022,"Female",17,453,"Oesophageal cancer"
2010,"Female",17,327,"Oesophageal cancer"
1998,"Female",17,215,"Oesophageal cancer"
1986,"Male",16,94,"Oesophageal cancer"
2022,"Female",18,456,"Oesophageal cancer"
2010,"Female",18,343,"Oesophageal cancer"
1998,"Female",18,210,"Oesophageal cancer"
1986,"Male",17,93,"Oesophageal cancer"
2011,"Female",15,340,"Liver cancer"
2002,"Male",16,254,"Liver cancer"
2002,"Female",16,252,"Liver cancer"
1989,"Male",17,116,"Liver cancer"
2015,"Female",14,387,"Liver cancer"
2022,"Female",17,455,"Liver cancer"
2019,"Male",14,415,"Liver cancer"
1983,"Male",15,64,"Liver cancer"
2013,"Female",17,365,"Liver cancer"
2022,"Male",13,462,"Liver cancer"
1984,"Female",18,82,"Liver cancer"
1995,"Female",16,188,"Liver cancer"
2007,"Male",11,313,"Liver cancer"
1987,"Female",10,112,"Liver cancer"
1992,"Female",12,158,"Liver cancer"
2013,"Male",9,358,"Liver cancer"
2020,"Male",17,428,"Liver cancer"
1982,"Male",10,50,"Liver cancer"
2003,"Male",13,268,"Liver cancer"
2005,"Female",15,288,"Liver cancer"
2017,"Female",13,399,"Liver cancer"
2016,"Male",10,401,"Liver cancer"
2022,"Male",16,448,"Liver cancer"
1995,"Male",11,180,"Liver cancer"
1996,"Male",11,186,"Liver cancer"
1991,"Male",10,148,"Liver cancer"
1987,"Male",18,98,"Liver cancer"
2007,"Female",14,309,"Liver cancer"
2019,"Male",15,421,"Liver cancer"
1997,"Female",18,214,"Liver cancer"
2007,"Male",16,308,"Liver cancer"
2019,"Male",16,417,"Liver cancer"
1982,"Male",17,53,"Liver cancer"
1982,"Male",14,54,"Liver cancer"
2018,"Male",18,408,"Liver cancer"
1991,"Male",8,142,"Liver cancer"
2002,"Female",17,256,"Liver cancer"
2011,"Female",14,337,"Liver cancer"
2022,"Male",15,461,"Liver cancer"
2015,"Male",14,375,"Liver cancer"
2008,"Male",15,316,"Liver cancer"
2011,"Male",9,355,"Liver cancer"
2000,"Female",16,235,"Liver cancer"
2003,"Male",10,268,"Liver cancer"
2002,"Male",12,263,"Liver cancer"
1998,"Male",11,209,"Liver cancer"
2003,"Male",11,266,"Liver cancer"
2008,"Male",17,307,"Liver cancer"
2002,"Male",13,252,"Liver cancer"
2008,"Female",11,316,"Liver cancer"
2003,"Male",15,266,"Liver cancer"
2016,"Male",8,391,"Liver cancer"
1994,"Female",17,175,"Liver cancer"
2001,"Male",16,239,"Liver cancer"
1991,"Male",16,144,"Liver cancer"
2001,"Male",5,242,"Liver cancer"
2011,"Female",12,342,"Liver cancer"
2014,"Female",14,377,"Liver cancer"
1983,"Male",14,66,"Liver cancer"
1999,"Female",13,234,"Liver cancer"
2007,"Female",11,300,"Liver cancer"
1997,"Female",16,206,"Liver cancer"
2015,"Female",12,380,"Liver cancer"
2000,"Female",15,228,"Liver cancer"
1995,"Male",12,181,"Liver cancer"
1986,"Female",12,105,"Liver cancer"
1988,"Female",12,108,"Liver cancer"
2004,"Female",13,281,"Liver cancer"
1992,"Female",17,145,"Liver cancer"
1998,"Male",17,212,"Liver cancer"
2001,"Male",10,239,"Liver cancer"
2019,"Female",14,423,"Liver cancer"
2003,"Female",17,268,"Liver cancer"
1997,"Male",9,205,"Liver cancer"
2007,"Male",17,300,"Liver cancer"
2000,"Female",14,235,"Liver cancer"
1992,"Female",16,163,"Liver cancer"
2008,"Female",18,325,"Liver cancer"
2007,"Female",13,299,"Liver cancer"
1992,"Female",9,145,"Liver cancer"
2019,"Female",16,416,"Liver cancer"
2001,"Female",13,238,"Liver cancer"
2013,"Male",14,359,"Liver cancer"
1989,"Female",17,129,"Liver cancer"
2000,"Male",6,245,"Liver cancer"
1997,"Male",12,199,"Liver cancer"
2000,"Female",17,237,"Liver cancer"
1989,"Female",18,133,"Liver cancer"
1993,"Male",11,169,"Liver cancer"
1991,"Male",15,154,"Liver cancer"
2002,"Male",17,259,"Liver cancer"
1996,"Male",13,193,"Liver cancer"
2022,"Male",14,454,"Liver cancer"
1990,"Female",18,137,"Liver cancer"
2014,"Female",13,368,"Liver cancer"
1995,"Female",18,176,"Liver cancer"
2002,"Male",15,252,"Liver cancer"
1982,"Female",14,59,"Liver cancer"
1995,"Female",8,180,"Liver cancer"
2016,"Male",9,402,"Liver cancer"
1987,"Female",11,97,"Liver cancer"
2004,"Male",12,267,"Liver cancer"
1990,"Female",9,145,"Liver cancer"
1997,"Female",9,200,"Liver cancer"
2013,"Female",15,373,"Liver cancer"
2008,"Male",11,325,"Liver cancer"
1983,"Male",16,67,"Liver cancer"
2019,"Female",13,433,"Liver cancer"
2008,"Male",12,321,"Liver cancer"
1996,"Male",10,193,"Liver cancer"
2014,"Female",17,366,"Liver cancer"
2004,"Male",15,268,"Liver cancer"
1987,"Female",14,114,"Liver cancer"
2022,"Female",18,456,"Liver cancer"
2011,"Female",16,335,"Liver cancer"
1995,"Female",13,178,"Liver cancer"
1991,"Female",18,152,"Liver cancer"
1987,"Female",12,100,"Liver cancer"
2004,"Female",16,270,"Liver cancer"
2013,"Male",13,365,"Liver cancer"
1992,"Male",11,151,"Liver cancer"
1997,"Male",11,213,"Liver cancer"
1996,"Male",14,198,"Liver cancer"
2006,"Female",11,303,"Liver cancer"
1992,"Male",12,156,"Liver cancer"
2008,"Male",16,322,"Liver cancer"
1987,"Female",18,96,"Liver cancer"
1990,"Female",16,135,"Liver cancer"
1986,"Female",9,89,"Liver cancer"
1996,"Male",15,202,"Liver cancer"
1995,"Male",15,185,"Liver cancer"
2003,"Male",12,270,"Liver cancer"
1993,"Male",12,161,"Liver cancer"
1995,"Female",6,189,"Liver cancer"
2012,"Female",6,346,"Liver cancer"
2019,"Male",11,423,"Liver cancer"
2000,"Male",10,235,"Liver cancer"
2007,"Male",13,311,"Liver cancer"
2008,"Male",9,314,"Liver cancer"
1986,"Female",13,97,"Liver cancer"
2000,"Female",10,241,"Liver cancer"
1996,"Male",18,195,"Liver cancer"
1983,"Female",15,69,"Liver cancer"
2019,"Male",13,434,"Liver cancer"
1999,"Male",14,230,"Liver cancer"
2004,"Female",12,278,"Liver cancer"
1988,"Male",12,119,"Liver cancer"
1983,"Female",16,61,"Liver cancer"
2003,"Male",16,264,"Liver cancer"
1982,"Male",16,53,"Liver cancer"
1986,"Female",16,99,"Liver cancer"
1992,"Female",5,153,"Liver cancer"
2000,"Female",13,241,"Liver cancer"
1992,"Female",6,147,"Liver cancer"
1991,"Male",11,139,"Liver cancer"
1992,"Male",10,148,"Liver cancer"
2003,"Male",18,271,"Liver cancer"
1982,"Male",18,47,"Liver cancer"
1987,"Female",16,111,"Liver cancer"
1990,"Female",14,132,"Liver cancer"
2020,"Female",15,435,"Liver cancer"
1989,"Male",15,116,"Liver cancer"
2012,"Male",16,359,"Liver cancer"
1990,"Female",15,130,"Liver cancer"
2003,"Female",9,265,"Liver cancer"
1988,"Male",17,116,"Liver cancer"
2008,"Female",16,309,"Liver cancer"
1984,"Male",11,83,"Liver cancer"
1982,"Female",11,57,"Liver cancer"
1988,"Male",18,113,"Liver cancer"
2008,"Female",17,305,"Liver cancer"
2019,"Female",8,432,"Liver cancer"
1995,"Male",8,194,"Liver cancer"
2017,"Female",14,410,"Liver cancer"
2012,"Female",18,358,"Liver cancer"
1984,"Male",13,81,"Liver cancer"
1995,"Female",7,178,"Liver cancer"
2007,"Female",10,308,"Liver cancer"
2000,"Female",9,237,"Liver cancer"
1991,"Male",17,135,"Liver cancer"
2016,"Female",18,387,"Liver cancer"
1992,"Female",15,147,"Liver cancer"
2003,"Female",14,262,"Liver cancer"
1984,"Male",15,69,"Liver cancer"
2011,"Female",13,352,"Liver cancer"
2009,"Male",9,322,"Liver cancer"
1998,"Male",16,209,"Liver cancer"
1982,"Female",16,64,"Liver cancer"
1997,"Male",6,197,"Liver cancer"
2013,"Male",10,356,"Liver cancer"
2009,"Male",10,321,"Liver cancer"
1982,"Female",17,56,"Liver cancer"
2021,"Male",11,448,"Liver cancer"
2009,"Male",11,317,"Liver cancer"
1987,"Male",15,112,"Liver cancer"
2020,"Female",14,445,"Liver cancer"
1993,"Male",6,159,"Liver cancer"
1991,"Female",11,142,"Liver cancer"
1984,"Male",8,78,"Liver cancer"
2019,"Male",17,421,"Liver cancer"
2007,"Female",16,298,"Liver cancer"
2009,"Male",13,323,"Liver cancer"
1990,"Male",15,140,"Liver cancer"
2004,"Female",17,279,"Liver cancer"
2015,"Female",17,384,"Liver cancer"
2009,"Male",14,335,"Liver cancer"
2011,"Female",18,335,"Liver cancer"
2012,"Male",1,351,"Liver cancer"
1991,"Female",14,149,"Liver cancer"
1987,"Female",5,111,"Liver cancer"
1990,"Male",17,138,"Liver cancer"
2014,"Female",12,372,"Liver cancer"
1987,"Male",10,106,"Liver cancer"
1999,"Female",11,232,"Liver cancer"
1990,"Male",18,135,"Liver cancer"
2020,"Male",9,427,"Liver cancer"
1997,"Male",14,200,"Liver cancer"
2009,"Male",17,322,"Liver cancer"
2005,"Male",9,279,"Liver cancer"
2021,"Male",18,444,"Liver cancer"
1989,"Male",9,135,"Liver cancer"
2013,"Male",18,366,"Liver cancer"
1984,"Female",15,74,"Liver cancer"
2008,"Male",10,311,"Liver cancer"
1989,"Male",10,116,"Liver cancer"
2013,"Female",7,362,"Liver cancer"
1993,"Male",15,157,"Liver cancer"
2017,"Male",18,396,"Liver cancer"
2004,"Male",14,278,"Liver cancer"
1987,"Female",13,103,"Liver cancer"
1993,"Male",16,172,"Liver cancer"
2017,"Female",6,411,"Liver cancer"
1989,"Male",12,134,"Liver cancer"
2017,"Female",8,395,"Liver cancer"
2000,"Male",14,235,"Liver cancer"
2001,"Male",11,255,"Liver cancer"
2016,"Male",13,400,"Liver cancer"
1987,"Female",15,110,"Liver cancer"
1995,"Female",14,187,"Liver cancer"
1989,"Male",14,135,"Liver cancer"
2016,"Male",14,402,"Liver cancer"
2009,"Female",12,316,"Liver cancer"
1997,"Female",10,199,"Liver cancer"
1995,"Female",15,187,"Liver cancer"
2016,"Male",15,402,"Liver cancer"
2009,"Female",13,326,"Liver cancer"
1985,"Male",10,79,"Liver cancer"
1989,"Male",16,116,"Liver cancer"
1997,"Female",12,195,"Liver cancer"
1983,"Female",11,70,"Liver cancer"
2001,"Female",14,248,"Liver cancer"
2005,"Female",16,281,"Liver cancer"
1990,"Female",17,125,"Liver cancer"
1987,"Female",9,102,"Liver cancer"
1982,"Male",12,56,"Liver cancer"
2021,"Female",15,449,"Liver cancer"
1997,"Female",14,213,"Liver cancer"
1983,"Female",14,58,"Liver cancer"
1996,"Male",17,186,"Liver cancer"
2001,"Female",16,235,"Liver cancer"
1997,"Female",15,200,"Liver cancer"
1991,"Male",6,151,"Liver cancer"
1985,"Male",14,93,"Liver cancer"
2001,"Female",17,251,"Liver cancer"
2006,"Male",7,289,"Liver cancer"
2009,"Female",18,317,"Liver cancer"
1985,"Male",15,95,"Liver cancer"
2013,"Female",18,365,"Liver cancer"
2006,"Male",8,305,"Liver cancer"
1997,"Female",17,200,"Liver cancer"
2020,"Female",12,435,"Liver cancer"
2008,"Female",12,316,"Liver cancer"
2002,"Male",7,262,"Liver cancer"
2003,"Male",17,269,"Liver cancer"
2022,"Male",8,446,"Liver cancer"
1986,"Female",17,88,"Liver cancer"
2002,"Male",9,254,"Liver cancer"
2010,"Male",9,328,"Liver cancer"
1992,"Female",8,157,"Liver cancer"
1989,"Female",15,122,"Liver cancer"
2010,"Male",10,333,"Liver cancer"
2022,"Male",10,453,"Liver cancer"
1988,"Male",16,108,"Liver cancer"
1993,"Female",8,159,"Liver cancer"
1996,"Female",13,185,"Liver cancer"
2020,"Female",16,425,"Liver cancer"
2018,"Male",10,412,"Liver cancer"
1994,"Male",9,175,"Liver cancer"
2022,"Male",12,454,"Liver cancer"
1996,"Female",14,196,"Liver cancer"
2018,"Male",11,424,"Liver cancer"
1994,"Male",10,181,"Liver cancer"
1985,"Female",11,81,"Liver cancer"
2009,"Female",15,328,"Liver cancer"
1990,"Male",7,141,"Liver cancer"
1994,"Male",11,178,"Liver cancer"
1998,"Male",13,211,"Liver cancer"
2010,"Male",14,342,"Liver cancer"
1992,"Female",14,159,"Liver cancer"
1994,"Male",12,178,"Liver cancer"
2006,"Male",16,291,"Liver cancer"
1998,"Male",14,206,"Liver cancer"
2018,"Male",14,422,"Liver cancer"
1994,"Male",13,170,"Liver cancer"
2006,"Male",17,285,"Liver cancer"
1998,"Male",15,212,"Liver cancer"
2018,"Male",15,414,"Liver cancer"
1994,"Male",14,175,"Liver cancer"
2022,"Male",17,461,"Liver cancer"
2010,"Male",17,339,"Liver cancer"
2018,"Male",16,414,"Liver cancer"
2002,"Male",18,265,"Liver cancer"
2022,"Male",18,463,"Liver cancer"
2010,"Male",18,340,"Liver cancer"
2018,"Male",17,412,"Liver cancer"
2013,"Male",11,365,"Liver cancer"
2021,"Male",12,441,"Liver cancer"
2014,"Female",4,380,"Liver cancer"
2022,"Female",8,465,"Liver cancer"
2013,"Male",12,360,"Liver cancer"
2011,"Female",17,335,"Liver cancer"
1997,"Male",10,209,"Liver cancer"
1986,"Male",6,102,"Liver cancer"
2001,"Male",12,241,"Liver cancer"
1984,"Female",9,72,"Liver cancer"
2017,"Male",12,396,"Liver cancer"
2022,"Female",10,464,"Liver cancer"
1993,"Male",10,167,"Liver cancer"
1984,"Female",11,77,"Liver cancer"
2017,"Male",13,409,"Liver cancer"
2013,"Male",15,356,"Liver cancer"
1984,"Female",12,74,"Liver cancer"
2021,"Male",16,448,"Liver cancer"
2007,"Female",9,305,"Liver cancer"
2009,"Male",16,333,"Liver cancer"
1983,"Male",12,56,"Liver cancer"
2022,"Female",13,461,"Liver cancer"
2010,"Female",13,333,"Liver cancer"
1998,"Female",13,216,"Liver cancer"
1984,"Female",14,65,"Liver cancer"
2022,"Female",14,447,"Liver cancer"
2010,"Female",14,337,"Liver cancer"
1998,"Female",14,214,"Liver cancer"
1986,"Male",13,100,"Liver cancer"
2022,"Female",15,451,"Liver cancer"
2010,"Female",15,328,"Liver cancer"
1998,"Female",15,213,"Liver cancer"
1986,"Male",14,91,"Liver cancer"
2022,"Female",16,451,"Liver cancer"
2010,"Female",16,325,"Liver cancer"
1998,"Female",16,213,"Liver cancer"
1986,"Male",15,94,"Liver cancer"
1994,"Female",14,183,"Liver cancer"
2010,"Female",17,325,"Liver cancer"
1998,"Female",17,215,"Liver cancer"
1986,"Male",16,98,"Liver cancer"
2008,"Male",13,308,"Liver cancer"
2001,"Female",10,244,"Liver cancer"
1998,"Female",18,219,"Liver cancer"
2005,"Female",13,282,"Liver cancer"
1982,"Male",7,53,"Liver cancer"
2001,"Female",11,253,"Liver cancer"
1986,"Male",18,97,"Liver cancer"
2015,"Male",6,380,"Liver cancer"
1982,"Male",9,65,"Liver cancer"
2001,"Female",12,246,"Liver cancer"
2019,"Male",8,434,"Liver cancer"
1994,"Female",18,180,"Liver cancer"
2004,"Male",18,269,"Liver cancer"
2007,"Male",10,309,"Liver cancer"
1995,"Male",1,186,"Liver cancer"
2015,"Male",9,381,"Liver cancer"
1999,"Male",10,218,"Liver cancer"
1997,"Female",13,205,"Liver cancer"
2011,"Male",10,354,"Liver cancer"
2001,"Female",15,251,"Liver cancer"
1999,"Male",11,218,"Liver cancer"
2007,"Male",12,297,"Liver cancer"
1999,"Male",12,224,"Liver cancer"
2005,"Female",18,278,"Liver cancer"
1992,"Male",15,150,"Liver cancer"
2011,"Male",12,343,"Liver cancer"
1992,"Male",16,163,"Liver cancer"
1999,"Male",13,225,"Liver cancer"
2003,"Male",14,263,"Liver cancer"
2007,"Male",14,308,"Liver cancer"
2011,"Male",13,350,"Liver cancer"
2015,"Male",13,393,"Liver cancer"
2020,"Female",11,430,"Liver cancer"
2016,"Female",9,393,"Liver cancer"
2007,"Male",15,305,"Liver cancer"
1999,"Male",15,232,"Liver cancer"
2012,"Female",11,352,"Liver cancer"
1995,"Male",13,182,"Liver cancer"
2012,"Female",12,356,"Liver cancer"
1999,"Male",16,220,"Liver cancer"
1988,"Male",14,124,"Liver cancer"
1995,"Male",14,188,"Liver cancer"
2012,"Female",13,359,"Liver cancer"
1999,"Male",17,228,"Liver cancer"
1988,"Male",15,120,"Liver cancer"
2011,"Male",17,343,"Liver cancer"
2007,"Male",18,309,"Liver cancer"
2003,"Female",7,266,"Liver cancer"
2002,"Male",11,252,"Liver cancer"
2010,"Male",11,325,"Liver cancer"
2007,"Female",6,300,"Liver cancer"
1982,"Female",9,54,"Liver cancer"
1987,"Male",7,115,"Liver cancer"
1987,"Male",8,112,"Liver cancer"
2019,"Female",6,427,"Liver cancer"
1991,"Male",14,142,"Liver cancer"
2011,"Female",9,347,"Liver cancer"
2016,"Female",15,399,"Liver cancer"
1987,"Male",9,115,"Liver cancer"
1996,"Female",15,198,"Liver cancer"
2015,"Female",9,377,"Liver cancer"
2011,"Female",10,345,"Liver cancer"
2003,"Female",12,269,"Liver cancer"
2011,"Female",11,350,"Liver cancer"
2021,"Male",7,453,"Liver cancer"
2003,"Female",13,260,"Liver cancer"
1987,"Male",11,97,"Liver cancer"
2015,"Female",11,391,"Liver cancer"
1996,"Female",17,194,"Liver cancer"
1987,"Male",12,103,"Liver cancer"
1985,"Female",14,92,"Liver cancer"
2007,"Female",12,301,"Liver cancer"
1995,"Female",10,190,"Liver cancer"
1991,"Female",6,149,"Liver cancer"
2003,"Female",15,259,"Liver cancer"
1999,"Female",15,221,"Liver cancer"
1995,"Female",11,182,"Liver cancer"
1987,"Male",14,115,"Liver cancer"
2003,"Female",16,258,"Liver cancer"
1999,"Female",16,221,"Liver cancer"
2017,"Male",9,404,"Liver cancer"
1992,"Female",18,156,"Liver cancer"
2005,"Male",13,287,"Liver cancer"
1999,"Female",17,221,"Liver cancer"
2007,"Female",15,299,"Liver cancer"
2015,"Female",16,380,"Liver cancer"
2003,"Female",18,257,"Liver cancer"
1999,"Female",18,222,"Liver cancer"
2018,"Female",7,407,"Liver cancer"
2014,"Female",9,377,"Liver cancer"
2002,"Female",11,263,"Liver cancer"
2000,"Male",3,232,"Liver cancer"
2007,"Female",17,299,"Liver cancer"
2019,"Female",17,435,"Liver cancer"
2014,"Female",11,373,"Liver cancer"
2000,"Male",7,233,"Liver cancer"
2007,"Female",18,309,"Liver cancer"
2018,"Female",11,408,"Liver cancer"
1997,"Male",13,205,"Liver cancer"
2006,"Female",13,305,"Liver cancer"
1984,"Female",13,66,"Liver cancer"
2004,"Male",10,272,"Liver cancer"
2012,"Male",9,354,"Liver cancer"
1991,"Female",16,136,"Liver cancer"
2008,"Male",8,324,"Liver cancer"
2004,"Male",11,273,"Liver cancer"
2012,"Male",10,350,"Liver cancer"
1991,"Female",17,155,"Liver cancer"
2000,"Male",11,243,"Liver cancer"
1996,"Male",7,201,"Liver cancer"
2012,"Male",11,352,"Liver cancer"
2020,"Male",11,429,"Liver cancer"
2001,"Male",18,240,"Liver cancer"
1996,"Male",9,197,"Liver cancer"
2020,"Male",12,426,"Liver cancer"
2012,"Male",12,357,"Liver cancer"
2016,"Male",11,402,"Liver cancer"
2000,"Male",13,244,"Liver cancer"
2020,"Male",13,445,"Liver cancer"
2012,"Male",13,353,"Liver cancer"
2016,"Male",12,392,"Liver cancer"
1994,"Female",15,171,"Liver cancer"
1989,"Male",13,118,"Liver cancer"
2020,"Male",14,444,"Liver cancer"
1990,"Female",13,142,"Liver cancer"
1996,"Male",12,185,"Liver cancer"
2008,"Male",14,319,"Liver cancer"
2020,"Male",15,428,"Liver cancer"
2000,"Male",16,242,"Liver cancer"
2004,"Male",17,268,"Liver cancer"
2005,"Female",14,294,"Liver cancer"
2020,"Male",16,441,"Liver cancer"
2013,"Female",12,364,"Liver cancer"
1993,"Female",9,166,"Liver cancer"
2021,"Female",13,440,"Liver cancer"
2004,"Female",4,284,"Liver cancer"
2016,"Male",16,403,"Liver cancer"
1992,"Male",13,146,"Liver cancer"
1982,"Male",11,55,"Liver cancer"
2004,"Female",7,276,"Liver cancer"
2015,"Male",10,395,"Liver cancer"
2008,"Male",18,317,"Liver cancer"
1996,"Male",16,195,"Liver cancer"
2011,"Male",11,337,"Liver cancer"
2015,"Male",11,379,"Liver cancer"
1985,"Male",13,95,"Liver cancer"
2004,"Female",10,265,"Liver cancer"
2019,"Male",12,427,"Liver cancer"
2020,"Female",10,433,"Liver cancer"
2012,"Female",9,358,"Liver cancer"
2004,"Female",11,272,"Liver cancer"
2006,"Male",1,305,"Liver cancer"
1992,"Male",17,151,"Liver cancer"
2001,"Male",8,241,"Liver cancer"
2001,"Female",18,236,"Liver cancer"
2000,"Female",11,230,"Liver cancer"
1992,"Male",18,163,"Liver cancer"
1985,"Male",16,88,"Liver cancer"
2000,"Female",12,240,"Liver cancer"
2006,"Male",9,301,"Liver cancer"
2020,"Female",13,432,"Liver cancer"
