"year","sex","ragegrp","count","Cancer.Type"
2015,"Male",15,390,"Oesophageal cancer"
2010,"Female",10,340,"Oesophageal cancer"
2015,"Male",16,385,"Oesophageal cancer"
1990,"Male",14,138,"Oesophageal cancer"
1995,"Female",6,175,"Oesophageal cancer"
2001,"Female",9,235,"Oesophageal cancer"
2015,"Male",17,380,"Oesophageal cancer"
1982,"Female",14,46,"Oesophageal cancer"
2022,"Male",17,445,"Oesophageal cancer"
2002,"Male",18,251,"Oesophageal cancer"
2000,"Male",9,230,"Oesophageal cancer"
1990,"Male",16,129,"Oesophageal cancer"
2013,"Male",8,374,"Oesophageal cancer"
2018,"Female",18,406,"Oesophageal cancer"
2010,"Female",13,344,"Oesophageal cancer"
2004,"Female",18,276,"Oesophageal cancer"
1990,"Male",17,129,"Oesophageal cancer"
2008,"Male",18,321,"Oesophageal cancer"
1986,"Female",14,89,"Oesophageal cancer"
2019,"Male",6,426,"Oesophageal cancer"
2017,"Female",16,396,"Oesophageal cancer"
2016,"Female",13,390,"Oesophageal cancer"
2007,"Male",15,314,"Oesophageal cancer"
1985,"Female",8,91,"Oesophageal cancer"
1989,"Male",15,124,"Oesophageal cancer"
1997,"Female",13,206,"Oesophageal cancer"
2007,"Male",16,298,"Oesophageal cancer"
2017,"Female",18,407,"Oesophageal cancer"
1983,"Male",17,68,"Oesophageal cancer"
2001,"Male",18,246,"Oesophageal cancer"
2021,"Male",18,445,"Oesophageal cancer"
1994,"Male",12,182,"Oesophageal cancer"
1990,"Female",8,144,"Oesophageal cancer"
2022,"Male",13,445,"Oesophageal cancer"
2009,"Female",14,326,"Oesophageal cancer"
2012,"Male",10,351,"Oesophageal cancer"
2015,"Female",12,390,"Oesophageal cancer"
2008,"Female",10,313,"Oesophageal cancer"
1985,"Female",12,80,"Oesophageal cancer"
2000,"Male",16,232,"Oesophageal cancer"
1994,"Male",14,182,"Oesophageal cancer"
1985,"Female",13,89,"Oesophageal cancer"
2019,"Male",12,429,"Oesophageal cancer"
1999,"Male",11,228,"Oesophageal cancer"
2005,"Female",9,289,"Oesophageal cancer"
2017,"Female",12,408,"Oesophageal cancer"
2022,"Female",14,462,"Oesophageal cancer"
2008,"Female",13,308,"Oesophageal cancer"
2004,"Male",6,265,"Oesophageal cancer"
1990,"Female",13,129,"Oesophageal cancer"
2009,"Female",18,317,"Oesophageal cancer"
1987,"Male",9,109,"Oesophageal cancer"
2015,"Female",16,379,"Oesophageal cancer"
2021,"Female",11,454,"Oesophageal cancer"
2004,"Male",9,270,"Oesophageal cancer"
2008,"Female",15,317,"Oesophageal cancer"
2005,"Male",15,285,"Oesophageal cancer"
1990,"Female",15,133,"Oesophageal cancer"
2019,"Male",16,426,"Oesophageal cancer"
2007,"Female",11,310,"Oesophageal cancer"
2005,"Male",16,282,"Oesophageal cancer"
1990,"Female",16,142,"Oesophageal cancer"
2019,"Male",17,435,"Oesophageal cancer"
2008,"Female",17,312,"Oesophageal cancer"
2005,"Male",17,282,"Oesophageal cancer"
1992,"Male",10,148,"Oesophageal cancer"
2019,"Male",18,418,"Oesophageal cancer"
1990,"Female",18,145,"Oesophageal cancer"
2009,"Female",12,322,"Oesophageal cancer"
1987,"Female",11,103,"Oesophageal cancer"
2022,"Male",12,446,"Oesophageal cancer"
2020,"Female",11,442,"Oesophageal cancer"
2016,"Male",18,398,"Oesophageal cancer"
2010,"Female",17,336,"Oesophageal cancer"
2010,"Male",11,330,"Oesophageal cancer"
1998,"Male",13,209,"Oesophageal cancer"
1997,"Male",7,206,"Oesophageal cancer"
2018,"Male",18,413,"Oesophageal cancer"
2007,"Female",16,303,"Oesophageal cancer"
2019,"Female",8,435,"Oesophageal cancer"
1997,"Male",9,204,"Oesophageal cancer"
2016,"Male",10,402,"Oesophageal cancer"
2009,"Male",8,318,"Oesophageal cancer"
1987,"Male",17,104,"Oesophageal cancer"
2014,"Male",10,380,"Oesophageal cancer"
1997,"Female",18,201,"Oesophageal cancer"
1987,"Female",16,99,"Oesophageal cancer"
2005,"Female",10,292,"Oesophageal cancer"
1994,"Female",14,168,"Oesophageal cancer"
1983,"Male",12,58,"Oesophageal cancer"
1985,"Female",15,88,"Oesophageal cancer"
2003,"Male",13,268,"Oesophageal cancer"
1994,"Female",15,169,"Oesophageal cancer"
1988,"Female",13,112,"Oesophageal cancer"
2019,"Female",12,422,"Oesophageal cancer"
2020,"Female",17,440,"Oesophageal cancer"
2017,"Male",18,401,"Oesophageal cancer"
2017,"Female",15,404,"Oesophageal cancer"
2019,"Female",13,434,"Oesophageal cancer"
2020,"Female",18,442,"Oesophageal cancer"
2022,"Male",10,447,"Oesophageal cancer"
1987,"Female",8,109,"Oesophageal cancer"
2019,"Female",14,422,"Oesophageal cancer"
1988,"Male",17,116,"Oesophageal cancer"
1987,"Female",10,97,"Oesophageal cancer"
2013,"Female",18,365,"Oesophageal cancer"
2006,"Female",18,299,"Oesophageal cancer"
1986,"Male",18,99,"Oesophageal cancer"
2004,"Male",12,281,"Oesophageal cancer"
2010,"Female",16,331,"Oesophageal cancer"
1985,"Male",12,86,"Oesophageal cancer"
2010,"Female",5,330,"Oesophageal cancer"
2007,"Male",17,301,"Oesophageal cancer"
2021,"Male",8,437,"Oesophageal cancer"
1985,"Female",11,80,"Oesophageal cancer"
2007,"Male",18,305,"Oesophageal cancer"
2014,"Male",18,382,"Oesophageal cancer"
2017,"Female",10,398,"Oesophageal cancer"
1999,"Female",18,220,"Oesophageal cancer"
2010,"Female",9,338,"Oesophageal cancer"
1997,"Female",16,213,"Oesophageal cancer"
2017,"Female",11,396,"Oesophageal cancer"
2022,"Male",15,456,"Oesophageal cancer"
1992,"Female",12,165,"Oesophageal cancer"
2022,"Female",13,457,"Oesophageal cancer"
1986,"Female",10,85,"Oesophageal cancer"
1996,"Female",14,198,"Oesophageal cancer"
2002,"Male",17,258,"Oesophageal cancer"
1986,"Female",11,89,"Oesophageal cancer"
1985,"Female",14,89,"Oesophageal cancer"
2008,"Female",16,314,"Oesophageal cancer"
2010,"Female",12,345,"Oesophageal cancer"
2014,"Male",12,380,"Oesophageal cancer"
2017,"Female",14,409,"Oesophageal cancer"
2022,"Male",18,448,"Oesophageal cancer"
2019,"Male",15,415,"Oesophageal cancer"
2020,"Male",10,431,"Oesophageal cancer"
2017,"Male",8,408,"Oesophageal cancer"
2016,"Female",12,387,"Oesophageal cancer"
1995,"Male",14,188,"Oesophageal cancer"
1982,"Female",17,49,"Oesophageal cancer"
2010,"Male",7,333,"Oesophageal cancer"
2003,"Female",13,275,"Oesophageal cancer"
2003,"Male",9,262,"Oesophageal cancer"
2010,"Female",15,342,"Oesophageal cancer"
1994,"Male",10,165,"Oesophageal cancer"
2016,"Female",14,385,"Oesophageal cancer"
2001,"Male",17,254,"Oesophageal cancer"
2006,"Male",15,299,"Oesophageal cancer"
2008,"Female",11,319,"Oesophageal cancer"
2009,"Female",16,323,"Oesophageal cancer"
1994,"Male",11,184,"Oesophageal cancer"
2004,"Male",13,283,"Oesophageal cancer"
2022,"Male",16,452,"Oesophageal cancer"
1983,"Female",18,59,"Oesophageal cancer"
2015,"Female",11,390,"Oesophageal cancer"
2008,"Female",12,321,"Oesophageal cancer"
2005,"Male",10,285,"Oesophageal cancer"
2001,"Female",18,237,"Oesophageal cancer"
1994,"Male",13,169,"Oesophageal cancer"
2003,"Male",10,265,"Oesophageal cancer"
2008,"Female",14,313,"Oesophageal cancer"
1989,"Female",16,118,"Oesophageal cancer"
1995,"Female",10,192,"Oesophageal cancer"
2020,"Female",14,443,"Oesophageal cancer"
1988,"Male",16,110,"Oesophageal cancer"
1995,"Female",11,179,"Oesophageal cancer"
2009,"Female",17,334,"Oesophageal cancer"
1999,"Male",12,220,"Oesophageal cancer"
2021,"Female",13,450,"Oesophageal cancer"
1997,"Female",15,209,"Oesophageal cancer"
2014,"Female",9,382,"Oesophageal cancer"
2018,"Male",11,423,"Oesophageal cancer"
1995,"Female",9,176,"Oesophageal cancer"
1988,"Male",18,125,"Oesophageal cancer"
2022,"Male",8,448,"Oesophageal cancer"
2013,"Female",12,373,"Oesophageal cancer"
2010,"Male",13,328,"Oesophageal cancer"
1990,"Male",10,130,"Oesophageal cancer"
1983,"Male",14,69,"Oesophageal cancer"
2018,"Female",9,410,"Oesophageal cancer"
2020,"Male",11,438,"Oesophageal cancer"
2020,"Female",15,434,"Oesophageal cancer"
2010,"Female",11,335,"Oesophageal cancer"
2007,"Female",12,297,"Oesophageal cancer"
2006,"Female",8,294,"Oesophageal cancer"
2017,"Male",10,406,"Oesophageal cancer"
2020,"Female",16,444,"Oesophageal cancer"
1983,"Female",16,74,"Oesophageal cancer"
2016,"Male",9,397,"Oesophageal cancer"
1997,"Male",12,198,"Oesophageal cancer"
1996,"Female",13,197,"Oesophageal cancer"
1994,"Female",12,185,"Oesophageal cancer"
2022,"Male",9,446,"Oesophageal cancer"
1992,"Female",13,163,"Oesophageal cancer"
1994,"Male",15,181,"Oesophageal cancer"
2022,"Male",11,451,"Oesophageal cancer"
2020,"Female",12,430,"Oesophageal cancer"
2022,"Male",14,456,"Oesophageal cancer"
1986,"Female",8,98,"Oesophageal cancer"
2021,"Female",18,444,"Oesophageal cancer"
2016,"Female",10,401,"Oesophageal cancer"
1982,"Female",15,64,"Oesophageal cancer"
1990,"Male",13,127,"Oesophageal cancer"
2018,"Male",13,420,"Oesophageal cancer"
1987,"Female",14,96,"Oesophageal cancer"
2007,"Female",8,310,"Oesophageal cancer"
2010,"Female",14,342,"Oesophageal cancer"
1984,"Male",10,68,"Oesophageal cancer"
2018,"Male",12,405,"Oesophageal cancer"
2017,"Female",17,406,"Oesophageal cancer"
2000,"Male",18,236,"Oesophageal cancer"
1983,"Male",13,74,"Oesophageal cancer"
1985,"Male",11,94,"Oesophageal cancer"
2020,"Female",13,429,"Oesophageal cancer"
1983,"Male",16,63,"Oesophageal cancer"
2018,"Male",14,424,"Oesophageal cancer"
2010,"Female",18,326,"Oesophageal cancer"
1997,"Female",17,204,"Oesophageal cancer"
2009,"Male",9,321,"Liver cancer"
1987,"Female",17,95,"Liver cancer"
1991,"Male",14,148,"Liver cancer"
1998,"Male",13,216,"Liver cancer"
1994,"Female",14,182,"Liver cancer"
1997,"Male",17,207,"Liver cancer"
1988,"Female",4,105,"Liver cancer"
1999,"Female",11,216,"Liver cancer"
2001,"Female",16,245,"Liver cancer"
2012,"Male",18,348,"Liver cancer"
1987,"Female",1,99,"Liver cancer"
2006,"Male",1,302,"Liver cancer"
1989,"Male",1,134,"Liver cancer"
1991,"Male",16,136,"Liver cancer"
1999,"Female",13,220,"Liver cancer"
1991,"Male",17,144,"Liver cancer"
1999,"Female",14,222,"Liver cancer"
1998,"Female",18,221,"Liver cancer"
1995,"Female",15,193,"Liver cancer"
2005,"Male",10,294,"Liver cancer"
1993,"Female",1,155,"Liver cancer"
1997,"Female",10,214,"Liver cancer"
2002,"Female",10,256,"Liver cancer"
1993,"Male",6,158,"Liver cancer"
2004,"Male",17,276,"Liver cancer"
1991,"Male",6,139,"Liver cancer"
1995,"Female",18,175,"Liver cancer"
2002,"Male",6,265,"Liver cancer"
1997,"Female",12,204,"Liver cancer"
1994,"Female",10,181,"Liver cancer"
1995,"Male",8,184,"Liver cancer"
2004,"Female",16,268,"Liver cancer"
2013,"Female",14,375,"Liver cancer"
1991,"Male",11,147,"Liver cancer"
1983,"Female",17,55,"Liver cancer"
1999,"Female",12,233,"Liver cancer"
1991,"Male",1,137,"Liver cancer"
1998,"Female",1,208,"Liver cancer"
1993,"Female",8,168,"Liver cancer"
1994,"Female",16,184,"Liver cancer"
1992,"Female",16,162,"Liver cancer"
2012,"Female",1,361,"Liver cancer"
1992,"Female",2,163,"Liver cancer"
1992,"Female",14,161,"Liver cancer"
1985,"Male",10,93,"Liver cancer"
2010,"Male",18,338,"Liver cancer"
1991,"Female",12,141,"Liver cancer"
1991,"Male",18,151,"Liver cancer"
1991,"Male",15,150,"Liver cancer"
1987,"Female",18,111,"Liver cancer"
1992,"Male",11,155,"Liver cancer"
2013,"Female",9,362,"Liver cancer"
1997,"Male",16,212,"Liver cancer"
1996,"Female",10,201,"Liver cancer"
1991,"Female",14,155,"Liver cancer"
2002,"Female",11,250,"Liver cancer"
2002,"Female",7,253,"Liver cancer"
2003,"Female",1,260,"Liver cancer"
2003,"Female",3,256,"Liver cancer"
2002,"Female",12,247,"Liver cancer"
2006,"Male",14,289,"Liver cancer"
1997,"Male",15,195,"Liver cancer"
1988,"Male",8,118,"Liver cancer"
2003,"Male",17,265,"Liver cancer"
1989,"Male",12,117,"Liver cancer"
1999,"Female",10,222,"Liver cancer"
1993,"Male",10,171,"Liver cancer"
1995,"Female",7,176,"Liver cancer"
2013,"Female",13,370,"Liver cancer"
2009,"Male",16,319,"Liver cancer"
2003,"Male",12,264,"Liver cancer"
1988,"Male",14,125,"Liver cancer"
1985,"Male",17,83,"Liver cancer"
2012,"Male",13,364,"Liver cancer"
2012,"Male",10,352,"Liver cancer"
1992,"Female",11,149,"Liver cancer"
2001,"Female",12,241,"Liver cancer"
1985,"Female",9,95,"Liver cancer"
1996,"Female",16,185,"Liver cancer"
1991,"Female",10,153,"Liver cancer"
2014,"Female",11,372,"Liver cancer"
1989,"Female",11,134,"Liver cancer"
1987,"Male",11,95,"Liver cancer"
1993,"Male",14,166,"Liver cancer"
2001,"Male",16,255,"Liver cancer"
1988,"Male",6,120,"Liver cancer"
2013,"Female",7,355,"Liver cancer"
1992,"Male",5,155,"Liver cancer"
2003,"Female",14,262,"Liver cancer"
1997,"Male",1,203,"Liver cancer"
1998,"Female",16,210,"Liver cancer"
1995,"Female",14,182,"Liver cancer"
1988,"Male",9,124,"Liver cancer"
1982,"Male",10,49,"Liver cancer"
1998,"Male",12,215,"Liver cancer"
1993,"Male",17,168,"Liver cancer"
1992,"Male",12,163,"Liver cancer"
1982,"Male",11,54,"Liver cancer"
1986,"Male",10,87,"Liver cancer"
1995,"Female",16,192,"Liver cancer"
1992,"Male",13,161,"Liver cancer"
1988,"Female",9,117,"Liver cancer"
1993,"Male",9,168,"Liver cancer"
2010,"Male",9,344,"Liver cancer"
2001,"Male",11,245,"Liver cancer"
2002,"Male",16,248,"Liver cancer"
1986,"Male",12,99,"Liver cancer"
2004,"Male",16,276,"Liver cancer"
2000,"Female",15,242,"Liver cancer"
1982,"Male",14,59,"Liver cancer"
1987,"Female",16,111,"Liver cancer"
2015,"Male",1,394,"Liver cancer"
2008,"Male",1,323,"Liver cancer"
1982,"Male",15,52,"Liver cancer"
1986,"Male",14,96,"Liver cancer"
1996,"Male",6,205,"Liver cancer"
1986,"Male",15,85,"Liver cancer"
1993,"Female",10,165,"Liver cancer"
1991,"Male",12,155,"Liver cancer"
1990,"Male",6,138,"Liver cancer"
1992,"Male",18,147,"Liver cancer"
1985,"Male",9,84,"Liver cancer"
1991,"Male",13,142,"Liver cancer"
2003,"Male",15,259,"Liver cancer"
1994,"Female",17,173,"Liver cancer"
1990,"Male",8,142,"Liver cancer"
1997,"Male",14,199,"Liver cancer"
2004,"Female",9,277,"Liver cancer"
2001,"Female",15,255,"Liver cancer"
2009,"Male",14,317,"Liver cancer"
1999,"Female",15,223,"Liver cancer"
1993,"Female",14,155,"Liver cancer"
2000,"Female",11,226,"Liver cancer"
2009,"Male",15,327,"Liver cancer"
2001,"Male",8,244,"Liver cancer"
1993,"Female",15,172,"Liver cancer"
1987,"Female",12,100,"Liver cancer"
1985,"Male",13,77,"Liver cancer"
2001,"Male",9,251,"Liver cancer"
1993,"Female",16,158,"Liver cancer"
1997,"Male",18,205,"Liver cancer"
2001,"Male",10,239,"Liver cancer"
2015,"Male",14,386,"Liver cancer"
1993,"Female",17,169,"Liver cancer"
1990,"Female",11,140,"Liver cancer"
2007,"Female",17,304,"Liver cancer"
2015,"Male",15,380,"Liver cancer"
1984,"Male",8,65,"Liver cancer"
2004,"Female",15,285,"Liver cancer"
1994,"Male",1,171,"Liver cancer"
1986,"Male",13,87,"Liver cancer"
2003,"Female",9,269,"Liver cancer"
1989,"Male",10,116,"Liver cancer"
1994,"Male",5,183,"Liver cancer"
1991,"Female",8,142,"Liver cancer"
1998,"Female",15,220,"Liver cancer"
1992,"Female",15,165,"Liver cancer"
1985,"Male",18,87,"Liver cancer"
2001,"Male",14,252,"Liver cancer"
1994,"Male",7,176,"Liver cancer"
1982,"Female",16,56,"Liver cancer"
1994,"Male",8,165,"Liver cancer"
2001,"Male",15,249,"Liver cancer"
1998,"Female",17,210,"Liver cancer"
1982,"Female",17,54,"Liver cancer"
2012,"Male",1,354,"Liver cancer"
1994,"Male",9,173,"Liver cancer"
1989,"Male",14,127,"Liver cancer"
2002,"Female",9,255,"Liver cancer"
1994,"Male",10,184,"Liver cancer"
2008,"Female",6,321,"Liver cancer"
1991,"Female",13,149,"Liver cancer"
2015,"Female",9,383,"Liver cancer"
2003,"Female",15,272,"Liver cancer"
2008,"Female",8,313,"Liver cancer"
1989,"Male",16,117,"Liver cancer"
2014,"Male",17,375,"Liver cancer"
2005,"Male",9,284,"Liver cancer"
1986,"Female",18,92,"Liver cancer"
1991,"Female",15,139,"Liver cancer"
2014,"Male",18,371,"Liver cancer"
1985,"Female",12,95,"Liver cancer"
1984,"Male",17,80,"Liver cancer"
1991,"Female",16,137,"Liver cancer"
2000,"Male",16,231,"Liver cancer"
1991,"Female",1,154,"Liver cancer"
2005,"Male",11,286,"Liver cancer"
2011,"Male",7,348,"Liver cancer"
2014,"Female",7,373,"Liver cancer"
2013,"Male",16,370,"Liver cancer"
2001,"Male",12,247,"Liver cancer"
2007,"Female",8,308,"Liver cancer"
1987,"Male",8,112,"Liver cancer"
2013,"Male",17,368,"Liver cancer"
2005,"Male",13,278,"Liver cancer"
2015,"Female",15,380,"Liver cancer"
1993,"Male",12,166,"Liver cancer"
1984,"Female",9,69,"Liver cancer"
2005,"Male",14,281,"Liver cancer"
2012,"Male",14,350,"Liver cancer"
1993,"Male",13,169,"Liver cancer"
1987,"Male",10,113,"Liver cancer"
2001,"Female",13,251,"Liver cancer"
1996,"Female",17,189,"Liver cancer"
1994,"Female",1,178,"Liver cancer"
1995,"Female",12,186,"Liver cancer"
2001,"Female",14,244,"Liver cancer"
1996,"Female",18,188,"Liver cancer"
1993,"Male",15,159,"Liver cancer"
2000,"Female",10,230,"Liver cancer"
1994,"Female",7,182,"Liver cancer"
2012,"Male",17,362,"Liver cancer"
1993,"Male",16,175,"Liver cancer"
1987,"Male",13,104,"Liver cancer"
1994,"Female",8,167,"Liver cancer"
2005,"Male",18,293,"Liver cancer"
2016,"Male",7,390,"Liver cancer"
2000,"Female",12,225,"Liver cancer"
2005,"Female",1,294,"Liver cancer"
2001,"Female",17,238,"Liver cancer"
1993,"Male",18,163,"Liver cancer"
2000,"Female",13,230,"Liver cancer"
2001,"Female",18,247,"Liver cancer"
1986,"Male",11,101,"Liver cancer"
1995,"Female",17,182,"Liver cancer"
2006,"Male",15,304,"Liver cancer"
1994,"Female",12,166,"Liver cancer"
1991,"Male",9,146,"Liver cancer"
2012,"Female",8,362,"Liver cancer"
1983,"Female",11,71,"Liver cancer"
1994,"Female",13,167,"Liver cancer"
2012,"Female",9,365,"Liver cancer"
1991,"Male",10,144,"Liver cancer"
1983,"Female",12,69,"Liver cancer"
2012,"Female",10,352,"Liver cancer"
2009,"Male",10,331,"Liver cancer"
2004,"Male",18,271,"Liver cancer"
2002,"Male",8,259,"Liver cancer"
1994,"Female",15,174,"Liver cancer"
2009,"Male",11,328,"Liver cancer"
2005,"Female",12,285,"Liver cancer"
2002,"Male",9,249,"Liver cancer"
1986,"Male",16,104,"Liver cancer"
2009,"Male",12,335,"Liver cancer"
2005,"Female",13,289,"Liver cancer"
2006,"Female",17,292,"Liver cancer"
2012,"Female",13,359,"Liver cancer"
2009,"Male",13,330,"Liver cancer"
2005,"Female",14,294,"Liver cancer"
1994,"Female",18,169,"Liver cancer"
1985,"Male",11,81,"Liver cancer"
2001,"Male",7,245,"Liver cancer"
2005,"Female",15,288,"Liver cancer"
2002,"Male",12,259,"Liver cancer"
1986,"Female",5,93,"Liver cancer"
2016,"Male",17,385,"Liver cancer"
2005,"Female",16,277,"Liver cancer"
1992,"Female",9,161,"Liver cancer"
2012,"Female",16,361,"Liver cancer"
2016,"Male",18,399,"Liver cancer"
2005,"Female",17,276,"Liver cancer"
2002,"Male",14,246,"Liver cancer"
2012,"Female",17,363,"Liver cancer"
2009,"Male",17,334,"Liver cancer"
2005,"Female",18,277,"Liver cancer"
2012,"Female",18,351,"Liver cancer"
2004,"Female",14,271,"Liver cancer"
2016,"Female",7,391,"Liver cancer"
2006,"Male",3,302,"Liver cancer"
1987,"Female",15,95,"Liver cancer"
1995,"Male",10,189,"Liver cancer"
2006,"Male",5,286,"Liver cancer"
2016,"Female",9,401,"Liver cancer"
2002,"Male",17,263,"Liver cancer"
1995,"Male",11,192,"Liver cancer"
2001,"Male",13,240,"Liver cancer"
1997,"Female",9,215,"Liver cancer"
2002,"Male",18,253,"Liver cancer"
2004,"Female",17,280,"Liver cancer"
2013,"Male",8,375,"Liver cancer"
2002,"Female",3,257,"Liver cancer"
2009,"Female",9,327,"Liver cancer"
1995,"Male",13,187,"Liver cancer"
2006,"Male",9,285,"Liver cancer"
1989,"Male",13,127,"Liver cancer"
1984,"Male",12,74,"Liver cancer"
1995,"Male",14,193,"Liver cancer"
2006,"Male",10,287,"Liver cancer"
2015,"Female",7,387,"Liver cancer"
1984,"Male",13,81,"Liver cancer"
1995,"Male",15,192,"Liver cancer"
2006,"Male",11,290,"Liver cancer"
1989,"Male",15,122,"Liver cancer"
1984,"Male",14,76,"Liver cancer"
1995,"Male",16,178,"Liver cancer"
1986,"Female",17,92,"Liver cancer"
2012,"Male",8,350,"Liver cancer"
2005,"Male",8,276,"Liver cancer"
1995,"Male",17,191,"Liver cancer"
1994,"Male",12,167,"Liver cancer"
2012,"Male",9,363,"Liver cancer"
1984,"Male",16,81,"Liver cancer"
1995,"Male",18,184,"Liver cancer"
1990,"Female",9,135,"Liver cancer"
2015,"Female",12,384,"Liver cancer"
1995,"Female",1,188,"Liver cancer"
2002,"Female",13,256,"Liver cancer"
2013,"Male",15,366,"Liver cancer"
1988,"Male",12,117,"Liver cancer"
1991,"Female",17,149,"Liver cancer"
2002,"Female",14,250,"Liver cancer"
2005,"Male",12,295,"Liver cancer"
2012,"Male",12,353,"Liver cancer"
1991,"Female",18,153,"Liver cancer"
1983,"Male",12,57,"Liver cancer"
1995,"Female",8,193,"Liver cancer"
2009,"Female",18,325,"Liver cancer"
2017,"Male",6,396,"Liver cancer"
2002,"Female",16,248,"Liver cancer"
2013,"Male",18,357,"Liver cancer"
2006,"Male",18,294,"Liver cancer"
2002,"Female",17,255,"Liver cancer"
2013,"Female",1,358,"Liver cancer"
2017,"Male",8,397,"Liver cancer"
2012,"Male",15,350,"Liver cancer"
2006,"Female",6,295,"Liver cancer"
1999,"Male",15,232,"Liver cancer"
2017,"Male",9,407,"Liver cancer"
2012,"Male",16,363,"Liver cancer"
1984,"Female",12,84,"Liver cancer"
1987,"Male",12,103,"Liver cancer"
2017,"Male",10,405,"Liver cancer"
1992,"Male",10,158,"Liver cancer"
1984,"Female",13,81,"Liver cancer"
2003,"Male",7,273,"Liver cancer"
2017,"Male",11,396,"Liver cancer"
2006,"Female",9,299,"Liver cancer"
2010,"Male",10,325,"Liver cancer"
2003,"Male",8,259,"Liver cancer"
2017,"Male",12,406,"Liver cancer"
2013,"Female",10,356,"Liver cancer"
2009,"Male",5,326,"Liver cancer"
2003,"Male",9,262,"Liver cancer"
1984,"Female",16,85,"Liver cancer"
2013,"Female",11,356,"Liver cancer"
1998,"Male",14,217,"Liver cancer"
2003,"Male",10,269,"Liver cancer"
1992,"Male",14,152,"Liver cancer"
2013,"Female",12,360,"Liver cancer"
1984,"Female",18,74,"Liver cancer"
2003,"Male",11,272,"Liver cancer"
1992,"Male",15,153,"Liver cancer"
2006,"Female",13,291,"Liver cancer"
1985,"Male",1,84,"Liver cancer"
1996,"Male",1,188,"Liver cancer"
1992,"Male",16,156,"Liver cancer"
2006,"Female",14,299,"Liver cancer"
2005,"Female",11,278,"Liver cancer"
2003,"Male",13,256,"Liver cancer"
1992,"Male",17,147,"Liver cancer"
2013,"Female",15,357,"Liver cancer"
2010,"Male",16,325,"Liver cancer"
2003,"Male",14,275,"Liver cancer"
2012,"Female",12,354,"Liver cancer"
2013,"Female",16,371,"Liver cancer"
2010,"Male",17,340,"Liver cancer"
2017,"Female",1,403,"Liver cancer"
1992,"Female",1,154,"Liver cancer"
2013,"Female",17,357,"Liver cancer"
1996,"Male",9,197,"Liver cancer"
2003,"Male",16,269,"Liver cancer"
2012,"Female",14,362,"Liver cancer"
2016,"Male",16,387,"Liver cancer"
1996,"Male",10,203,"Liver cancer"
2017,"Female",7,414,"Liver cancer"
2012,"Female",15,347,"Liver cancer"
1996,"Male",11,196,"Liver cancer"
2014,"Male",6,377,"Liver cancer"
2003,"Male",18,269,"Liver cancer"
2007,"Male",7,310,"Liver cancer"
2014,"Male",7,365,"Liver cancer"
1996,"Male",12,191,"Liver cancer"
2007,"Male",8,306,"Liver cancer"
2014,"Male",8,373,"Liver cancer"
1985,"Male",14,88,"Liver cancer"
1999,"Female",18,217,"Liver cancer"
2007,"Male",9,310,"Liver cancer"
1995,"Male",9,180,"Liver cancer"
1985,"Male",15,81,"Liver cancer"
1996,"Male",14,202,"Liver cancer"
2007,"Male",10,310,"Liver cancer"
2014,"Male",10,385,"Liver cancer"
1985,"Male",16,76,"Liver cancer"
1992,"Female",13,147,"Liver cancer"
2007,"Male",11,309,"Liver cancer"
2014,"Male",11,374,"Liver cancer"
2017,"Female",13,412,"Liver cancer"
2016,"Female",10,386,"Liver cancer"
2007,"Male",12,304,"Liver cancer"
1995,"Male",12,178,"Liver cancer"
2017,"Female",14,405,"Liver cancer"
2003,"Female",11,256,"Liver cancer"
2007,"Male",13,310,"Liver cancer"
2014,"Male",13,385,"Liver cancer"
2017,"Female",15,412,"Liver cancer"
2003,"Female",12,255,"Liver cancer"
2007,"Male",14,298,"Liver cancer"
2014,"Male",14,367,"Liver cancer"
2017,"Female",16,396,"Liver cancer"
2002,"Female",8,264,"Liver cancer"
2007,"Male",15,308,"Liver cancer"
2014,"Male",15,376,"Liver cancer"
2017,"Female",17,399,"Liver cancer"
2005,"Male",6,293,"Liver cancer"
2007,"Male",16,307,"Liver cancer"
2014,"Male",16,378,"Liver cancer"
2006,"Male",12,285,"Liver cancer"
1999,"Male",7,217,"Liver cancer"
1984,"Male",15,81,"Liver cancer"
2018,"Male",2,413,"Liver cancer"
2006,"Male",13,304,"Liver cancer"
1988,"Male",10,115,"Liver cancer"
2007,"Male",18,313,"Liver cancer"
1996,"Female",11,203,"Liver cancer"
2013,"Male",14,358,"Liver cancer"
1988,"Male",11,114,"Liver cancer"
2018,"Male",7,407,"Liver cancer"
1996,"Female",12,192,"Liver cancer"
2003,"Female",18,266,"Liver cancer"
1989,"Female",2,126,"Liver cancer"
1985,"Female",13,78,"Liver cancer"
1996,"Female",13,202,"Liver cancer"
2017,"Male",1,407,"Liver cancer"
1988,"Male",13,113,"Liver cancer"
2014,"Female",8,382,"Liver cancer"
2002,"Female",15,255,"Liver cancer"
1993,"Male",11,157,"Liver cancer"
1996,"Female",15,191,"Liver cancer"
2007,"Female",9,306,"Liver cancer"
2018,"Male",11,413,"Liver cancer"
2014,"Female",10,381,"Liver cancer"
1989,"Female",9,125,"Liver cancer"
2007,"Female",10,300,"Liver cancer"
2004,"Male",9,272,"Liver cancer"
1985,"Female",17,90,"Liver cancer"
1988,"Male",16,125,"Liver cancer"
2007,"Female",11,309,"Liver cancer"
